"detail_url","Crop Name","National Code","Variety Name","Original Name","Outstanding Characteristics","Agroecological Zones","Origin/Source","Developing Institute","Breeder(s)/Collaborators","Potential Yield (t/ha)","Year of Release","Year of Registration","Summary Yield (t/ha)"
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=696&cropid=7&task=view","Maize","NGZM-24-202","SAMMAZ 75T","WE8206BII","Resistance to fall armyworm, high grain yield, good stay-green characteristic and excellent drought tolerance background(10.2 t/ha)","Guinea and Sudan Savanna ecologies","African Agricultural Technology Foundation (AATF)/TELA, KENYA","Bayer Crop Science, Isando, South Africa, IAR, Samaru, Zaria, CIMMYT, Nairobi, Kenya, AATF, ILRI Kenya; IAR, Samaru, Zaria","E.Ndou, M. Oyekunle, Y. Beyene, R. S. Adamu, M. Abdulmalik and S.O. Oikeh",10.2,2024,2024,6.9
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=697&cropid=7&task=view","Maize","NGZM-24-203","ILOMAZ 3","AS2001-19","Tolerance to drought, Resistant to Striga hermonthica and high grain yield. (8.5t/ha)","Southern Guinea Savanna and Rain Forest ecologies","IITA, Ibadan","IITA, Ibadan; University of Ilorin, IAR, Zaria & IAR&T, Ibadan","A. Menkir, F. Bankole, G. Olaoye, M. Oyekunle, S. Meseka, W. Mengesha, S. Olakojo, K. Omotesho & O. Ayinde.",8.5,2024,2024,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=698&cropid=7&task=view","Maize","NGZM-24-204","SAMMAZ 76","TZE Comp3DT/White DT STR SYN","Tolerance to multiple stresses (Striga hernonthica, drought and fall armyworm) and high grain yield. (10.3t/ha)","Northern Guinea and Sudan Savanna ecologies","IITA, Ibadan","IITA, Ibadan; IAR, Samaru, Zaria","A. Menkir, M. Oyekunle, S.G. Ado, S. Silvestro, W. Mengasa, Z. Saminu, A. Kamara, I.S. Usman, H. Mani & Y.U. Oladimeji",10.3,2024,2024,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=741&cropid=9&task=view","Rice","NGOS-24-77","Ex Badaru","Ex Badaru","Early maturity, high yield, high tillering(9.9t/ha)","Lowland","Jigawa State Agricultural Research Institute","Jigawa State Agricultural Research Institute; National Rice & Maize Centre, Ibadan; ADP, Niger, Jigawa & Nasarawa","Bashir, M., Isong, A. E., Muhammad, M.L, Ajaye O.F, Mohammed, I.G., Damisa, D, M. Gbadeyan, S.T., Apuyor, B., Adesanya, F. and Audu, S. D.",9.9,2024,2024,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=742&cropid=9&task=view","Rice","NGOS-24-78","Bioseed Fiyah 549","Paddy 549","High yield and high swelling ratio(11.8t/ha)","Lowland","Bioseed Research, India","Bioseed Research India; National Cereals Research Institute, Badeggi,National Rice & Maize Centre, Ibadan; ADP, Niger, Oyo and FCT","Kumar, Vijaya, Bhaskara Reddy P., Bashir, M., Isong, A. E., Muhammad M.L. and Ajaye, O.F",11.8,2024,2024,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=743&cropid=9&task=view","Rice","NGOS-24-79","Bioseed Fiyah 800","Paddy 800","High yield, high swelling ratio and long grain(11.7t/ha)","Lowland","Bioseed Research, India","Bioseed Research India; National Cereals Research Institute, Badeggi,National Rice & Maize Centre, Ibadan; ADP, Niger, Oyo and FCT","Kumar, Vijaya, Bhaskara Reddy P., Bashir, M., Isong, A. E., Muhammad M.L. and Ajaye, O.F",11.7,2024,2024,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=744&cropid=9&task=view","Rice","NGOS-24-80","FARO 69","Hanliangyon 3908 (DS15)","High yield and drought tolerance. (13.8t/ha)","Lowland","Shanghai Agro- biological Gene Center, Institute of Crop Sciences (ICS), Chinese Academy of Agricultural Sciences (CAAS), China","Shanghai Agro- biological Gene Center, Institute of Crop Sciences (ICS), Chinese Academy of Agricultural Sciences (CAAS), China; Federal University of Agriculture Abeokuta, Green Agriculture West Africa Limited (GAWAL), Abuja, Federal University Lafi","Yu, X., Liu. G., Kong, D., Luo, L., Xu, J., Salihu, B.Z., Ajadi, A.A, Ehirim, B.O., Isong, A.E., Umar, F., Ajaye, O.F., Muhammed, I.G., Gbadeyan, S.T., Eze, J.N., Olaniyan, O.B., Adigbo, S.O., Adeniji, O.T. & Ibrahim, A.J.",13.8,2024,2024,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=745&cropid=9&task=view","Rice","NGOS-24-81","FARO 70","Hanliangyon 7608 (DS18)","High crop and ratoon yield, early maturity and drought tolerance. (11.8t/ha)","Lowland","Shanghai Agro- biological Gene Center, Institute of Crop Sciences (ICS), Chinese Academy of Agricultural Sciences (CAAS), China","Shanghai Agro- biological Gene Center, Institute of Crop Sciences (ICS), Chinese Academy of Agricultural Sciences (CAAS), China; National Cereals Research Institute, Badeggi, Federal University of Agriculture Abeokuta, Green Agriculture West Africa L","Yu, X., Liu, G., Kong, D., Luo, L., Xu, J., Salihu, B. Z., Ajadi, A. A, Ehirim, B. O., Isong, A. E., Umar, F., Ajaye, O. F., Mohammed, I. G., Gbadeyan, S. T., Eze, J. N., Olaniyan, O. B.; Jun, W., Wen, J., Adigbo, S. O., Adeniji, O. T., Shema, A. M. and Ibrahim, A. J.",11.8,2024,2024,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=751&cropid=12&task=view","Sorghum","NGSB-24-60","Golden SH1","EXP. Grain Sorghum Single HTI","High yield, early maturing, dwarness, stay- green (6.2 t/ha)","Derived and Guinea Savanna ecologies","Hytech Seed International","Hytech Seed international, Egypt; IAR, Samaru, Zaria","Hytech Seed International, A. Job, M.A. Yahaya, S. Ameh, O. Falade, S. Usman, I. Iseghohi and F.A. Bankole",6.2,2024,2024,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=765&cropid=15&task=view","Wheat","NGTT-24-23","LACRI-WHIT-18D","CROWN","High yielding, high flour yield and quality. (6.9t/ha)","Sahel, Sudan and Northern Guinea Savanna ecological zones (Irrigated conditions)","ICARDA, Morocco","ICARDA, Morocco; Olam Agir-Crown Flour Mill, Nigeria","M.B. Filippo, K.K. Mala, M.A. Dawud, Y. Yakubu, B.G.J. Kabir, Z.G.S. Turaki, A.S. Wali, J. Umar, D. Adeniyi & R. Musa",6.9,2024,2024,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=772&cropid=16&task=view","Yam","NGDR-24-31","UMUDr36","TDr04-219 x TDr9501932","Early maturity, high flour yield and high yield potential(33.8 t/ha)","Southern Guinea Savanah and Derived Savannah","IITA, Ibadan","IITA, Ibadan & NRCRI, Umudike;","Asfaw A., Obidiegwu J.E., Nwogha J., Lopez Montes A., Dekoeyer D., Agre P, Matsumoto R., Adebola P., Asiedu R., Ofeze M., Nnabue, I., Edemodu A.",33.8,2024,2024,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=777&cropid=19&task=view","Corchorus","NGCO-24-4","HORTICOR 1","NHCOOLA 1","No seed dormancy, high yielding, larger and glossy leaf, draw very well, high protein, high potassium, zinc and iron. (34.3t/ha)","Rainforest, Derived and Guinea Savanna","NIHORT, Ibadan","NIHORT, Ibadan;","Adetula Olagorite, Olajide-Taiwo F.B., Ajayi E.O., Oduntan, Akinpelu A.O., Fajinmi O. & Olabiwonninu I.",34.3,2024,2024,34.3
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=778&cropid=19&task=view","Corchorus","NGCO-24-5","HORTICOR 2","NHCOOLA 4","No seed dormancy, high yielding, long leaf and high protein, high manganese, high vitamin C and high chlorophl content. (33.9t/ha)","Rainforest, Derived and Guinea Savanna","NIHORT, Ibadan","NIHORT, Ibadan;","Adetula Olagorite, Olajide-Taiwo F.B., Ajayi E.O., Oduntan, Akinpelu A.O., Fajinmi O. & Olabiwonninu I.",33.9,2024,2024,6.8
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=781&cropid=22&task=view","Pepper","NGCF- 24-8","PS PEP 1","AVP 1111","Medium maturity (80-90 days after transplanting),medium pungency (10- 50mg/100g), long heavy fruits and multiple diseases resistance(6.8t/ha)","Sudan and Northern Guinea Savanna ecologies","World Vegetable Centre, Taiwan","World Vegetable Centre, Taiwan; Premier Seed Nigeria Limited","Derek W. Barchenger, Herbaud Zohoungbogbo, Afolabi Samson, Ibitoye Oyewale, Muhammad Lawal Attanda, Habu Saleh Hamisu, Chilaleke Victor Anoize, Dorcas olubunmi Ibitoye, Yahaya Danlami Giginyu, Hudu Abubakar Hudu, Idris Bala Abudullahi, Olaolu Isreal Fawole, Emmanuel Nandom Sunday, Felix Joshua, Kalejaiye Saye and Prince Umeh",6.8,2024,2024,3.2
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=782&cropid=22&task=view","Pepper","NGCF- 24-9","PS PEP 2","AVPP0105","Early maturity (70-80 days after transplanting),medium pungency (10- 50mg/100g), long fruits with horned shape and multiple diseases resistance(5.0t/ha)","Sudan and Northern Guinea Savanna ecologies","World Vegetable Centre, Taiwan","World Vegetable Centre, Taiwan; Premier Seed Nigeria Limited","Derek W. Barchenger, Herbaud Zohoungbogbo, Afolabi Samson, Ibitoye Oyewale, Muhammad Lawal Attanda, Habu Saleh Hamisu, Chilaleke Victor Anoize, Dorcas olubunmi Ibitoye, Yahaya Danlami Giginyu, Hudu Abubakar Hudu, Idris Bala Abudullahi, Olaolu Isreal Fawole, Emmanuel Nandom Sunday, Felix Joshua, Kalejaiye Saye and Prince Umeh",5,2024,2024,1.8
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=788&cropid=40&task=view","Castor","NGRC 24-3","SAMCAS 1","IAR-CAS-028","High seed yield and oil content (46.97%) (3.2 t/ha)","Northern Guinea and Sudan Savanna ecologies","IAR, Samaru, Zaria","IAR, Samaru, Zaria;","M. Oyekunle, R. A. Sami, A. Usman, C.A. Echekwu, M. Usman and S. M. Bugaje",3.2,2024,2024,5.6
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=789&cropid=40&task=view","Castor","NGRC 24-4","NCRICAS3","CASPampo-1","High seed yield and large endosperm. (2.1t/ha)","Rainforest and Savanna","NCRI, Badeggi","NCRI, Badeggi; Federal University of Agriculture, Abeokuta and Bauchi State ADP.","B.Z, Salihu, M.N. Ishaq, A.E. Isong, F. Umar, A.A. Ajadi, O.F. Ajaye, V.I.O. Olowe, A.Z. Saleh, B.O. Apuyor, M.A. Kabaraini, M.S. Salahu, I.G. Muhammed, S.T. Gbadeyan & M. Yusuf.",2.1,2024,2024,2.3
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=790&cropid=40&task=view","Castor","NGRC 24-5","NCRICAS4","CASOgbo-20AC","High seed yield, high oil content and large endosperm. (1.8t/ha)","Derived and Guinea Savanna","NCRI, Badeggi","NCRI, Badeggi; Federal University of Agriculture, Abeokuta and Bauchi State ADP.","B.Z, Salihu, M.N. Ishaq, A.E. Isong, F. Umar, A.A. Ajadi, O.F. Ajaye, V.I.O. Olowe, A.Z. Saleh, B.O. Apuyor, M.A. Kabaraini, M.S. Salahu, I.G. Muhammed, S.T. Gbadeyan & M. Yusuf.",1.8,2024,2024,3
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=796&cropid=42&task=view","Barley","NGHV-24-01","LACRIBARLEY 1","TRAVELER","High yielding and good malting quality. (6t/ha)","Sahel, Sudan and Northern Guinea Savanna ecological zones (Irrigated conditions)","Secobra Recherches, Centre du Bois Henry 78580 MAULE France.","GEVES, France- GEVES La Miniere (78) - Le Magneraud (17); Nigeria Breweries Plc, Lagos, Nigeria","R. Secobra, M. Sanchez-Garcia, K.K. Mala, M.A. Dawud, Y. Yakubu, B.G.J. Kabir, Z.G.S. Turaki, A.S. Wali, J. Umar, A. Ogunyinka, A. Muhammed, G.I. Abor, M. Ati & A.T. Clement.",6,2024,2024,8.3
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=797&cropid=42&task=view","Barley","NGHV-24-02","LACRIBARLEY 2","EXPLORER","Early maturing (75 - 80), high yielding and good malting quality. (5.6t/ha)","Sahel, Sudan and Northern Guinea Savanna ecological zones (Irrigated conditions)","Secobra Recherches, Centre du Bois Henry 78580 MAULE France.","GEVES, France- GEVES La Miniere (78) - Le Magneraud (17); Nigeria Breweries Plc, Lagos, Nigeria","R. Secobra, M. Sanchez-Garcia, K.K. Mala, M.A. Dawud, Y. Yakubu, B.G.J. Kabir, Z.G.S. Turaki, A.S. Wali, J. Umar, A. Ogunyinka, A. Muhammed, G.I. Abor, M. Ati & A.T. Clement.",5.6,2024,2024,7.5
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=798&cropid=42&task=view","Barley","NGHV-24-03","LACRIBARLEY 3","PRUNELLA","High yielding and good malting quality. (5.9t/ha)","Sahel, Sudan and Northern Guinea Savanna ecological zones (Irrigated conditions)","Secobra Recherches, Centre du Bois Henry 78580 MAULE France.","GEVES, France- GEVES La Miniere (78) - Le Magneraud (17); Nigeria Breweries Plc, Lagos, Nigeria","R. Secobra, M. Sanchez-Garcia, K.K. Mala, M.A. Dawud, Y. Yakubu, B.G.J. Kabir, Z.G.S. Turaki, A.S. Wali, J. Umar, A. Ogunyinka, A. Muhammed, G.I. Abor, M. Ati & A.T. Clement.",5.9,2024,2024,9.9
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=807&cropid=45&task=view","Oat","NGAM-24-03","SAMOAT 3","25-2_O_629085","Extra-early maturity, high grain yield and protein content (12.25%) and adaptation to warmer climate (2.3 t/ha)","Guinea Savanna and mid-altitude ecologies","General Mills, Inc., USA","Context Global Development and IAR Samaru, Zaria;","Eric Jackson, M. Oyekunle, R.O. Abdulmalik, Mark Nelson, Will Rogers, A.I. Gabasawa R.O., H.N. Kura and Y. Hussani",2.3,2024,2024,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=808&cropid=45&task=view","Oat","NGAM-24-04","SAMOAT 4","25-2_O_536616","Extra-early maturity, high grain yield and adaptation to warmer climate (2.5 t/ha)","Guinea savanna and mid-altitude ecologies","General Mills, Inc., USA","Context Global Development and IAR Samaru, Zaria;","Eric Jackson, M. Oyekunle, R.O. Abdulmalik, Mark Nelson, Will Rogers, A.I. Gabasawa R.O., H.N. Kura and Y. Hussani",2.5,2024,2024,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=809&cropid=45&task=view","Oat","NGAM-24-05","SAMOAT 5","25-2_O_629092","High grain yield and protein content (12.25%) and adaptation to warmer climate (3.0 t/ha)","Guinea savanna and mid-altitude ecologies","General Mills, Inc., USA","Context Global Development and IAR Samaru, Zaria;","Eric Jackson, M. Oyekunle, R.O. Abdulmalik, Mark Nelson, Will Rogers, A.I. Gabasawa R.O., H.N. Kura and Y. Hussani",3,2024,2024,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=699&cropid=7&task=view","Maize","NGZM-23-183","Oba Super 8","EEPVAH-68","High provitamin A content (20.10 µg g-1), tolerance to Striga, drought and low nitrogen. (8.3t/ha)","Southern and Northern Guinea Savanna ecologies","IITA, Ibadan","IITA, Ibadan & Premier Seed Nigeria; IAR, Samaru, Zaria","B. Badu-Apraku, S.O. Afolabi, M. Oyekunle, A.O. Ogungbile, O.O. Ibitoye, O.I. Fawole, P.P. Umeh, R.O. Ali, h. Mani & I.S. Usman",8.3,2023,2023,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=700&cropid=7&task=view","Maize","NGZM-23-184","VSL 2201","VSLFAWTH-1","Tolerant to fall armyworm and high yield. (8.3t/ha)","Derived and Guinea Savanna ecologies","Value Seeds Limited, Nigeria.","Value Seeds Limited Nigeria; IAR, Samaru, Zaria","A. Job, M.A. Yahaya, M.T. Igyuyve, I. Iseghohi, r. Olayiwola, A. Abe, R. Akinwale, A.A. Yusuf, K. Abdulbasid, J. Oyekanmi, G. Zangir & O. Obisesan",8.3,2023,2023,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=701&cropid=7&task=view","Maize","NGZM-23-185","PAC740","PAC740","High yielding, tolerance to major foliar diseases, attractive orange coloured grains. (8.3t/ha)","Northern Guinea and Sudan Savanna ecologies","Advanta Seed International, India","Advanta Seed International, India; IAR, Samaru, Zaria","V. Satyadev, M. Oyekunle, I. Shiundu, G. Orolakin, I.S. Usman & H. Mani",8.3,2023,2023,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=702&cropid=7&task=view","Maize","NGZM-23-186","SAMMAZ 69","2015 DTE STR-Y SYN","Tolerance to multiple stresses (Striga hermonthica, drought and low-N) and high grain yield. (7.5t/ha)","Northern Guinea and Sudan Savanna ecologies","IITA, Ibadan","IITA, Ibadan & IAR, Samaru, Zaria;","B. Badu-Apraku, M. Oyekunle, S.G. Ado,Z. Saminu, A. Masari, I.S. Usman, h. Mani & Y.U. Oladimeji",7.5,2023,2023,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=703&cropid=7&task=view","Maize","NGZM-23-187","SC 423","SC 423","Earliness, good standability and high yielding. (8.3t/ha)","Guinea and Sudan Savannah","Seed Co Ltd., Zimbabwe","Seed Co Ltd., Zimbabwe; IAR, Samaru, Zaria and IAR&T, Ibadan","Gorden Mabuyaye, Elliot Tembo, Victor O. Oladipo, Muhydeen Oyekunle, Samuel Olakojo, Dotun Ogunniyan & Alex Chikoshana",8.3,2023,2023,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=704&cropid=7&task=view","Maize","NGZM-23-188","SC 555","SC 555","Good standability, high yielding and stay green characteristics. (9.9t/ha)","Guinea and Sudan Savannah","Seed Co Ltd., Zimbabwe","Seed Co Ltd., Zimbabwe; IAR, Samaru, Zaria and IAR&T, Ibadan","Gorden Mabuyaye, Elliot Tembo, Victor O. Oladipo, Muhydeen Oyekunle, Samuel Olakojo, Dotun Ogunniyan & Alex Chikoshana",9.9,2023,2023,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=705&cropid=7&task=view","Maize","NGZM-23-189","ARTMAZ 01","AWR SYN-W2","Fall armyworm tolerant. (7.3t/ha)","Rainforest, Guinea and Sudan Savanna ecologies","IITA, Ibadan","IITA, Ibadan; ADPs of Ondo, Ekiti, Osun, Kastina and Kaduna","S.O. Ajala, S.A. Olakojo, D.J. Ogunniyan and A. Job",7.3,2023,2023,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=706&cropid=7&task=view","Maize","NGZM-23-190","ARTMAZ 02","AWR SYN-Y2","Fall armyworm tolerant and high yielding. (9.0t/ha)","Rainforest, Guinea and Sudan Savanna ecologies","IITA, Ibadan","IITA, Ibadan; ADPs of Ondo, Ekiti, Osun, Kastina and Kaduna","S.O. Ajala, S.A. Olakojo, D.J. Ogunniyan and A. Job",9,2023,2023,9
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=734&cropid=8&task=view","Pearl Millet","NGPG-23-13","LCICMV-5","Chakti","High Iron (74.2ppm) and Zinc (44.7ppm). (3.9t/ha)","Sahel Agro ecologies","ICRISAT Hyderabad Telengana India","ICRISAT, India & LCRI, Maiduguri, Nigeria;","I.I. Angarawai, M.A. Dawud, M. Govindaraj, P. Gangashetty, M. Riyazaddin, K.K. Mala, Y. Yakubu, Z.G.S. Turaki, H.A. Ajeigbe, J. Jonah, B.G.J. Kabir, A.T.S. Bibinu & M.I. Mohammed.",3.9,2023,2023,3.8
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=735&cropid=8&task=view","Pearl Millet","NGPG-23-14","LCICMV-6","ICMP1970115","High yielding. (3.8t/ha)","Sudano- sahelian ecology","ICRISAT, Sadore","ICRISAT, Sadore, Niger & LCRI, Maiduguri, Nigeria;","I.I. Angarawai, M.A. Dawud, M. Riyazaddin, K.K. Mala, Y. Yakubu, Z.G.S. Turaki, H.A. Ajeigbe, J. Jonah, B.G.J. Kabir, A.T.S. Bibinu & M.I. Mohammed.",3.8,2023,2023,11.6
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=736&cropid=8&task=view","Pearl Millet","NGPG-23-15","LCICMV-7","ICMP187093","Panicle with long bristles and excellent for dry season production with fairly high resistance to bird damage. (3.40t/ha)","Sudano- sahelian ecology","ICRISAT","ICRISAT, Sadore, Niger & LCRI, Maiduguri, Nigeria;","I.I. Angarawai, M.A. Dawud, M. Riyazaddin, K.K. Mala, Y. Yakubu, Z.G.S. Turaki, H.A. Ajeigbe, J. Jonah, B.G.J. Kabir, A.T.S. Bibinu & M.I. Mohammed.",3.4,2023,2023,3.8
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=746&cropid=9&task=view","Rice","NGOS-23-76","FARO 68","ARS 161-3-5-5-3- B-BD","Early maturing and high yielding. (11.6t/ha)","Lowland","Africa Rice Centre","Africa Rice Centre, Cote d'lvoire & NCRI, Badeggi; National Cereals Research Institute, Badeggi, Federal University of Agriculture Abeokuta, Green Agriculture West Africa Limited (GAWAL), Abuja, Federal University Lafia, Federal University Oye-Ekiti","Yu, X., Liu, G., Kong, D., Luo, L., Xu, J., Salihu, B. Z., Ajadi, A. A, Ehirim, B. O., Isong, A. E., Umar, F. and Ajaye, O. F., Mohammed, I. G.; Gbadeyan, S. T.; Eze, J. N.; Olaniyan, O. B.; Jun, W.; Wen, J.; Adigbo, S. O.; Adeniji, O. T., Shema, A. M. and Ibrahim, A. J.",11.6,2023,2023,55.6
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=752&cropid=12&task=view","Sorghum","NGSB-23-57","SAMSORG 52","12KNICSV-297 (YAR GWUIWA)","Earliness, Fe Dense (55.0ppm/1g), tolerant to Striga infestation and dwarfness. (3.7t/ha)","Sahel and Sudan Savanna","ICRISAT, Nigeria","ICRISAT, Nigeria & IAR, Samaru, Zaria;","M.Y. Yeye, I.I. Angarawai, D.A. Aba, F. Rattunde, H.A. Ajeigbe, R.O. Abdulmalik, J. Jonah, O. Alabi, J.A.Y. Shebayan & R.S. Adamu",3.7,2023,2023,63.3
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=753&cropid=12&task=view","Sorghum","NGSB-23-58","SAMSORG 53","12KNICSV-252","High grain and biomass yield, semi-dwarf, Fe dense (54.0ppm/1g) and tolerant to striga. (3.8t/ha)","Sudan Savannah","ICRISAT, Nigeria","ICRISAT, Nigeria & IAR, Samaru, Zaria;","M.Y. Yeye, I.I. Angarawai, D.A. Aba, F. Rattunde, H.A. Ajeigbe, R.O. Abdulmalik, J. Jonah, O. Alabi, J.A.Y. Shebayan & R.S. Adamu",3.8,2023,2023,45.1
