state,crop,crop_equivalent_low,crop_equivalent_kg_person_year,crop_equivalent_high
11. Ebonyi,Rice,22.630641362465088,22.630641362465088,22.630641362465088
11. Ebonyi,Sorghum,0.41104154736629606,0.41104154736629606,0.41104154736629606
11. Ebonyi,Soybean,0.08142323012280718,0.08142323012280718,0.08142323012280718
11. Ebonyi,Sweet potato,5.1353126891088605,5.1353126891088605,5.1353126891088605
11. Ebonyi,Wheat,0.03670908422731023,0.0410643993051267,0.043242056844034926
11. Ebonyi,Yam,103.2731298940562,103.33297805183314,103.40679077975801
12. Edo,Cassava,135.5007537798636,167.32034985410536,214.59685931583545
12. Edo,Cocoyam,2.5166304369057864,2.5166304369057864,2.5166304369057864
12. Edo,Cowpea,19.99646347550395,19.99646347550395,19.99646347550395
12. Edo,Groundnut,4.459592834067575,4.555449341743604,4.651305849419633
12. Edo,Maize,14.272710657806151,15.191672328151459,16.122272776464285
12. Edo,Millet,0,0,0
12. Edo,Plantain,17.688283475050486,17.688283475050486,17.688283475050486
12. Edo,Potato,0,0,0
12. Edo,Rice,28.28871484111028,28.28871484111028,28.28871484111028
12. Edo,Sorghum,1.0515222886204745,1.0515222886204745,1.0515222886204745
12. Edo,Soybean,0.1301584401519328,0.1301584401519328,0.1301584401519328
12. Edo,Sweet potato,2.7029946880139097,2.7029946880139097,2.7029946880139097
12. Edo,Wheat,0.808815727119984,0.904776915083372,0.9527575090650658
12. Edo,Yam,105.96086550063112,106.44049812773952,107.03204503450655
13. Ekiti,Cassava,121.64826014456547,140.4563186583969,167.7152709194027
13. Ekiti,Cocoyam,5.45694161756282,5.45694161756282,5.45694161756282
13. Ekiti,Cowpea,12.262385748520515,12.262385748520515,12.262385748520515
13. Ekiti,Groundnut,1.3777280635390121,1.3973936553974995,1.4170592472559869
13. Ekiti,Maize,11.972055056476897,12.764813896727079,13.578469012259808
13. Ekiti,Millet,0.08224342469606677,0.08224342469606677,0.08224342469606677
13. Ekiti,Plantain,11.565038103581491,11.565038103581491,11.565038103581491
13. Ekiti,Potato,0,0,0
13. Ekiti,Rice,24.286660959400876,24.286660959400876,24.286660959400876
13. Ekiti,Sorghum,0.8828633873324964,0.8828633873324964,0.8828633873324964
13. Ekiti,Soybean,0.20893538076089577,0.20893538076089577,0.20893538076089577
13. Ekiti,Sweet potato,1.5153790435806036,1.5153790435806036,1.5153790435806036
13. Ekiti,Wheat,1.734556757886242,1.940351627465966,2.0432490622558275
13. Ekiti,Yam,122.96452392650828,124.75087148600794,126.95403347605752
14. Enugu,Cassava,213.85167923902208,229.0315613841968,250.97730150894841
14. Enugu,Cocoyam,6.4725054889826525,6.4725054889826525,6.4725054889826525
14. Enugu,Cowpea,10.195364435543228,10.195364435543228,10.195364435543228
14. Enugu,Groundnut,1.5083914849229674,1.5655907251423153,1.6227899653616635
14. Enugu,Maize,15.760552776487318,16.809328971495304,17.906179993805186
14. Enugu,Millet,0.3006483150678112,0.3006483150678112,0.3006483150678112
14. Enugu,Plantain,4.888054117240183,4.888054117240183,4.888054117240183
14. Enugu,Potato,0.05210881529972567,0.05210881529972567,0.05210881529972567
14. Enugu,Rice,29.060528731316154,29.060528731316154,29.060528731316154
14. Enugu,Sorghum,0.07707396359913869,0.07707396359913869,0.07707396359913869
