zone,product,Post-Harvest,Post-Planting,difference_post_harvest_minus_post_planting,ratio_post_harvest_to_post_planting
6. South West,Chocolate drinks,0.005012913074932822,0.008332472501673197,-0.0033195594267403745,0.6016117153613417
6. South West,Coconut,0.009252404058849452,0.006083087867336063,0.0031693161915133886,1.5210045063678015
6. South West,Cocoyam,0.058189698164956914,0.015483608634334567,0.04270608953062235,3.7581483450778084
6. South West,Coffee,4.328689783448047e-5,1.2194164634235255e-4,-7.865474850787208e-5,0.3549804282037657
6. South West,Dry pepper,0.0016361001718581012,0.0030967758920684495,-0.0014606757202103482,0.5283237240539516
6. South West,Duck,0,3.27942383756996e-4,-3.27942383756996e-4,0
6. South West,Fish - dried,0.018342979871952533,0.013976447610277292,0.004366532261675242,1.3124207512118031
6. South West,Fish - fresh,0.028041439042484732,0.06252435142506768,-0.03448291238258295,0.4484882834185173
6. South West,Fish - frozen,0.10187491265577134,0.12486691457017053,-0.022992001914399193,0.8158679423324859
6. South West,Fish - smoked,0.0662302624582642,0.07242304240827571,-0.006192779950011509,0.9144915796950299
6. South West,Fresh milk,0.0185060190246232,0.016378490658319006,0.0021275283663041954,1.1298977061249276
6. South West,Fresh pepper,0.16697947108981817,0.16693670387572981,4.2767214088357264e-5,1.000256188202447
6. South West,Fruit juice,0.0032718213044734394,0.00142834351138941,0.0018434777930840293,2.2906403665395594
6. South West,Garden eggs/Eggplant,0.005950173732876546,0.01932718022124479,-0.013377006488368242,0.30786558953571547
6. South West,Gari - white,0.2603660733369011,0.28006579477499544,-0.019699721438094342,0.9296603805047986
6. South West,Gari - yellow,0.056311101175414775,0.05872622487707992,-0.0024151237016651478,0.9588748688218892
6. South West,Gin,6.946857136146869e-4,0.0014021458814591293,-7.074601678444424e-4,0.4954446771913412
6. South West,Goat,0.0025098065820278502,0.00450896820787768,-0.0019991616258498296,0.5566254775633444
6. South West,Ground pepper,0.0010721881958778573,0.0021866981914266076,-0.0011145099955487503,0.49032289873453405
6. South West,Groundnut oil,0.05332975183759534,0.06893453128609517,-0.015604779448499827,0.7736289903279944
6. South West,Groundnuts - shelled,0.00678470969965948,0.006926067279286482,-1.4135757962700172e-4,0.9795904986297557
6. South West,Groundnuts - unshelled,3.9124943631614785e-4,0.00448574347784814,-0.004094494041531992,0.08722064430305641
6. South West,Guava,4.4635389386075486e-4,0.0015043006553575175,-0.0010579467614967625,0.29671853978862545
6. South West,Guinea corn / sorghum,0.014888451174582451,0.022539683677204585,-0.007651232502622134,0.6605439272264422
6. South West,Honey,0.0010758737918432019,0.0030358369427223395,-0.0019599631508791376,0.35439116531681336
6. South West,Kola nut,3.4313024237034984e-4,7.68424002636163e-4,-4.252937602658131e-4,0.44653764223033615
6. South West,Leaves,0.10509210991133645,0.09508325045335132,0.010008859457985131,1.105264170190475
6. South West,Local eggs,6.010305716113204e-4,0.0015057166831377582,-9.046861115264379e-4,0.39916577822518023
6. South West,Maize - shelled/off cob,0.01819724804634702,0.0049837397265067715,0.013213508319840247,3.65132391436138
6. South West,Maize - unshelled/on cob,5.810324546346417e-4,0.18014765079707032,-0.17956661834243567,0.003225312414920988
6. South West,Maize flour,0.01895872068787994,0.0491980416133471,-0.03023932092546716,0.38535519029148846
6. South West,Malt drinks,0.013930466421110312,0.02363904175812647,-0.009708575337016159,0.5892991164213072
6. South West,Mangoes,0.029239600006908745,0,0.029239600006908745,NA
6. South West,Meat pie/Sausage roll,6.16992817007558e-4,0.001267888005802947,-6.508951887953891e-4,0.48663037601402304
6. South West,Melon - ground,0.004422326662792776,0.004996149401706143,-5.73822738913367e-4,0.8851470016654404
6. South West,Melon - shelled,0.010876740147683259,0.010700670368913506,1.7606977876975273e-4,1.0164540886411428
6. South West,Melon - unshelled,5.183787402819656e-4,0.0010311277435159105,-5.127490032339449e-4,0.5027298931114125
6. South West,Milk - tinned,0.0026491869864037174,0.004896015323584227,-0.00224682833718051,0.5410904197220376
6. South West,Milk powder,0.0057090871412680344,0.014514991826585938,-0.008805904685317903,0.3933234830219581
6. South West,Millet,0.007367229353402493,0.005507467850414711,0.0018597615029877822,1.3376799562883954
6. South West,Mutton,0,0,0,NA
6. South West,Ogbono - ground,0.0012544556182390934,0.0010925455646859253,1.619100535531681e-4,1.148195241266402
6. South West,Ogbono - unground,7.431925977836323e-4,5.561716493425592e-4,1.8702094844107316e-4,1.3362648000165909
6. South West,Okra - dried,0.0011782495010173456,1.6757756472392883e-4,0.0010106719362934168,7.0310694809202
6. South West,Okra - fresh,0.03970184935655935,0.04331294684211467,-0.003611097485555319,0.916627758006894
6. South West,Onions,0.16631667590798158,0.1805583260090891,-0.014241650101107534,0.9211243789422892
6. South West,Orange/Tangerine,0.08562442326522665,0.07018286460874107,0.015441558656485582,1.2200189283035106
6. South West,Other alcoholic beverages,0,0,0,NA
6. South West,Other domestic poultry,3.400517409332471e-4,3.7863154274824244e-4,-3.8579801814995324e-5,0.8981072693126162
6. South West,Other eggs,0,0,0,NA
6. South West,Other fish/seafood,0,0,0,NA
6. South West,Other fruits,4.219963994064186e-4,5.128921529786602e-4,-9.089575357224157e-5,0.8227780381424096
6. South West,Other grains/flour,0.029689268859455623,0.012558172537519962,0.01713109632193566,2.3641392703240225
6. South West,Other meat,0.005381556003262327,0.0028993367039604383,0.0024822192993018887,1.856133506643511
6. South West,Other milk products,NA,3.1910701150876915e-4,NA,NA
6. South West,Other non-alcoholic drinks,0,7.410115708499314e-6,-7.410115708499314e-6,0
6. South West,Other nuts/seeds/pulses,2.8725850388190905e-4,4.41709430197923e-4,-1.5445092631601395e-4,0.6503336452499849
6. South West,Other oil/fat,3.757840137710588e-4,0,3.757840137710588e-4,NA
6. South West,Other roots/tubers,NA,0,NA,NA
6. South West,Other spices,0.00542751221062127,0.005985801740282836,-5.582895296615655e-4,0.9067310355596265
6. South West,Other sweets,NA,0,NA,NA
6. South West,Other vegetables,0.0024084933680295355,0.005576095270873095,-0.00316760190284356,0.4319318897957814
6. South West,Palm oil,0.1455614506182418,0.12877492935765222,0.016786521260589576,1.1303555074293044
6. South West,Palm wine,0.00791860213045456,0.011648828163836025,-0.003730226033381464,0.6797767139391745
6. South West,Pawpaw,0.10146722577330596,0.07531168104443649,0.026155544728869468,1.3472973165137132
6. South West,Pineapples,0.07039313893538551,0.055359427281237605,0.015033711654147908,1.2715655199569438
6. South West,Pito,3.918770416071828e-5,2.447571372697397e-4,-2.0556943310902142e-4,0.16010852471088782
6. South West,Plantains,0.1274008551497191,0.1373469254858923,-0.009946070336173202,0.9275843248693992
6. South West,Pork,3.0410685226310666e-4,5.705431623173825e-4,-2.664363100542758e-4,0.5330128767610008
6. South West,Potatoes,0.004217677035397504,0.004493722729758458,-2.760456943609541e-4,0.9385708217970556
6. South West,Rice - imported,0.2562838054544713,0.32622101978764534,-0.06993721433317401,0.785614015986156
6. South West,Rice - local,0.1580758627731188,0.1364303138236752,0.021645548949443594,1.158656447696944
6. South West,Sachet water,2.427440288666344,2.31584268152063,0.11159760714571387,1.0481887686224163
6. South West,Salt,0.025157403867473956,0.043849139598239356,-0.0186917357307654,0.5737262828409998
6. South West,Seafood,1.1293852393294997e-4,7.850665329751748e-4,-6.721280090422248e-4,0.14385853833935025
6. South West,Shea butter,NA,0,NA,NA
6. South West,Snails,2.8842559195259895e-4,0.0017530214629945078,-0.0014645958710419087,0.16453055369893244
6. South West,Soft drinks,0.07172965872788031,0.1004316712275269,-0.028702012499646587,0.7142135329539376
6. South West,Soya beans,7.431401034858775e-4,9.652721144050462e-4,-2.2213201091916867e-4,0.7698762788189716
6. South West,Sugar,0.015783093787109872,0.018827132994847954,-0.003044039207738082,0.8383163698598675
6. South West,Sweet potatoes,0.04373514292296456,0.0420025040048729,0.0017326389180916599,1.0412508482325398
6. South West,Tea,0.0014938759680575891,0.001535929512625528,-4.205354456793893e-5,0.9726201337872254
6. South West,Tomato puree - canned,0.0077041519191842584,0.010722200962027422,-0.003018049042843164,0.7185233653490027
6. South West,Tomatoes,0.2700015742211705,0.25457571021545417,0.015425864005716328,1.0605944062481885
6. South West,Watermelon,0.13894702543676773,0.1974098519463286,-0.05846282650956086,0.7038505123571258
6. South West,Wheat flour,0.04528204604302769,0.03361674101371183,0.011665305029315863,1.347008802089344
6. South West,White beans,0.05714440955981726,0.056975189672206175,1.6921988761108703e-4,1.002970062734054
6. South West,Wild game/Bush meat,0.01633274657491582,0.0052547463331722,0.01107800024174362,3.1081893471832007
6. South West,Yam flour,0.09498736009697632,0.08382202802972585,0.011165332067250469,1.1332028385580328
6. South West,Yam roots,0.9902773507636252,1.0753735091039613,-0.08509615834033613,0.9208682772823359
