survey_period,product,zone,estimate_kg_person_week,se,cv,ci_low,ci_high,estimate_kg_person_year_equivalent
Post-Planting,Other grains/flour,4. South East,0.0011454999133557933,9.049232368651189e-4,0.7899810609449159,0,0.0029191494576114264,0.05972963833926636
Post-Planting,Other meat,4. South East,2.1690123502057858e-4,1.6975713562992437e-4,0.7826471601870714,0,5.496252208552304e-4,0.011309850111787312
Post-Planting,Other milk products,4. South East,0,0,NA,0,0,0
Post-Planting,Other non-alcoholic drinks,4. South East,0,0,NA,0,0,0
Post-Planting,Other nuts/seeds/pulses,4. South East,0,0,NA,0,0,0
Post-Planting,Other oil/fat,4. South East,0,0,NA,0,0,0
Post-Planting,Other roots/tubers,4. South East,0,0,NA,0,0,0
Post-Planting,Other spices,4. South East,0.0058916717388304745,4.8166897733771167e-4,0.08175421148519814,0.00494760054324856,0.006835742934412389,0.3072085978104462
Post-Planting,Other sweets,4. South East,0,0,NA,0,0,0
Post-Planting,Other vegetables,4. South East,0.020053588091494438,0.006052490178231603,0.30181582221680897,0.008190707342160496,0.03191646884082838,1.0456513790564956
Post-Planting,Palm oil,4. South East,0.1103423948493654,0.008440209690780673,0.07649108669702953,0.09379958385543527,0.12688520584329552,5.753567731431196
Post-Planting,Palm wine,4. South East,0.008549484917907548,0.0025446117869420033,0.2976333441576252,0.003562045815501222,0.013536924020313874,0.445794570719465
Post-Planting,Pawpaw,4. South East,0.115812890791511,0.021849911568961666,0.18866562624964067,0.07298706411634613,0.15863871746667585,6.0388150198430735
Post-Planting,Pineapples,4. South East,0.016796815730182844,0.004128836312880216,0.24581065716289016,0.008704296556937621,0.024889334903428068,0.8758339630738198
Post-Planting,Pito,4. South East,0,0,NA,0,0,0
Post-Planting,Plantains,4. South East,0.13434528488738587,0.016660215202114588,0.12401041998667771,0.10169126309124127,0.16699930668353047,7.005146997699406
Post-Planting,Pork,4. South East,0.006146372501766348,0.002846226028848795,0.463074118600987,5.677694852227093e-4,0.011724975518309987,0.32048942330638813
Post-Planting,Potatoes,4. South East,0.006401865435950138,0.0023254954770106973,0.3632527894059924,0.0018438943010091711,0.010959836570891104,0.3338115548745429
Post-Planting,Rice - imported,4. South East,0.03406862033415843,0.011268430187383608,0.33075686883878513,0.011982497166886558,0.05615474350143031,1.776435203138261
Post-Planting,Rice - local,4. South East,0.4636928416486801,0.01814065700990082,0.03912214160003188,0.4281371539092745,0.49924852938808567,24.178269600252605
Post-Planting,Sachet water,4. South East,1.2301708882221254,0.20795567445271457,0.16904616784848278,0.8225777662948048,1.637764010149446,64.14462488586797
Post-Planting,Salt,4. South East,0.027543739975899605,0.002078728128291369,0.07547007523706757,0.023469432844448523,0.03161804710735069,1.4362092987433364
Post-Planting,Seafood,4. South East,0.0012278163897556226,2.9718352017604765e-4,0.24204231402644602,6.453366902105692e-4,0.001810296089300676,0.06402185460868604
Post-Planting,Shea butter,4. South East,0,0,NA,0,0,0
Post-Planting,Snails,4. South East,0.0075969330082499,0.004182424489587781,0.5505411835336538,0,0.01579448500784195,0.3961257925730305
Post-Planting,Soft drinks,4. South East,0.08846270092297595,0.010359963196478045,0.11711108849704256,0.06815717305787898,0.10876822878807292,4.612697976698032
Post-Planting,Soya beans,4. South East,0.0024237831675399616,0.0015590334813082418,0.6432231654164822,0,0.005479488790904116,0.126382979450298
Post-Planting,Sugar,4. South East,0.01856185900972605,0.0017185621881375768,0.09258567190048604,0.0151934771209764,0.0219302408984757,0.9678683626500011
Post-Planting,Sweet potatoes,4. South East,0.09590986927025438,0.01605076976446311,0.1673526393747376,0.0644503605319067,0.12736937800860207,5.001014611948979
Post-Planting,Tea,4. South East,0.002001713560835776,3.5711756915609406e-4,0.17840592987089857,0.0013017631252898315,0.00270166399638172,0.10437506424357974
Post-Planting,Tomato puree - canned,4. South East,0.04359986369292755,0.0036768021041091183,0.08433058713221486,0.03639333156887368,0.050806395816981424,2.2734214639883654
Post-Planting,Tomatoes,4. South East,0.13422413654896667,0.011315329244352294,0.08430174732563334,0.11204609123003617,0.15640218186789717,6.998829977196119
Post-Planting,Watermelon,4. South East,0.12437067836729003,0.02246676786302414,0.18064360633842927,0.08033581335576272,0.16840554337881736,6.485042514865837
Post-Planting,Wheat flour,4. South East,0.006598898994150172,0.004494643264384893,0.6811201790434024,0,0.015408399792344561,0.34408544755211606
Post-Planting,White beans,4. South East,0.17102663477425856,0.014322261778564034,0.08374287313475044,0.14295500168827305,0.19909826786024407,8.917817384657768
Post-Planting,Wild game/Bush meat,4. South East,0.0029122875445263216,0.0014766537847821916,0.5070425781127209,1.804612635322592e-5,0.005806528962699417,0.1518549933931582
Post-Planting,Yam flour,4. South East,1.0399732735943708e-4,8.48610294761874e-5,0.815992407024937,0,2.703249451327644e-4,0.005422717783742077
Post-Planting,Yam roots,4. South East,0.702625821956624,0.06663025708447884,0.09483035636084579,0.5720305180710455,0.8332211258422025,36.63691785916683
Post-Planting,Agricultural eggs,5. South South,0.03877114366730195,0.005428399372582113,0.1400113295383703,0.02813148089704101,0.04941080643756289,2.021638205509316
Post-Planting,Animal fat,5. South South,0.0010174497661210315,7.162678781304064e-4,0.7039835301757809,0,0.002421334807256628,0.05305273780488236
Post-Planting,Apples,5. South South,0.008024437601874664,0.002443110005847747,0.30445872060578916,0.0032359419904130797,0.012812933213336247,0.4184171035263217
Post-Planting,Avocado pear,5. South South,0.007825465608925405,0.0028081497360901973,0.35884762344202714,0.0023214921261886182,0.013329439091662192,0.40804213532253897
Post-Planting,Baby milk powder,5. South South,0.0012484637879075868,3.8297739190387654e-4,0.3067589109218321,4.978280997759889e-4,0.001999099476039185,0.06509846894089559
Post-Planting,Bananas,5. South South,0.152116822586899,0.018627036203330182,0.12245217778388194,0.11560783162837182,0.18862581354542615,7.931805749174019
Post-Planting,Beef,5. South South,0.11971218037169234,0.009611495255068709,0.08028836518745326,0.10087364967175767,0.138550711071627,6.242135119381101
Post-Planting,Beer,5. South South,0.03696663222811473,0.006582940017001419,0.17807789404182747,0.024064069794791948,0.04986919466143751,1.927545823323125
Post-Planting,Biscuits,5. South South,0.01841169883418953,0.0016298786020491412,0.08852407465097922,0.015217136774173214,0.021606260894205847,0.960038582068454
Post-Planting,Bottled water,5. South South,0.057304546959668794,0.01835040380124018,0.32022596416572807,0.02133775550923804,0.09327133841009955,2.9880228057541585
Post-Planting,Bread,5. South South,0.2491589574582201,0.017608835352159784,0.07067309773565937,0.21464564016798693,0.28367227474845325,12.991859924607189
Post-Planting,Brown beans,5. South South,0.08508912040205417,0.017364657139821594,0.20407611522803315,0.05105439240800385,0.11912384839610449,4.436789849535682
Post-Planting,Buns/Pofpof/Donuts,5. South South,0.005310666930940596,9.990384364402687e-4,0.18811920412853392,0.003352551595517669,0.007268782266363523,0.27691334711333104
Post-Planting,Butter/Margarine,5. South South,5.399409785166352e-4,2.659445246504764e-4,0.49254369501847844,1.8689710201701495e-5,0.001061192246831569,0.028154065308367403
Post-Planting,Cake,5. South South,0.0065142227053795,0.0025400052995674005,0.389916865671455,0.001535812318227395,0.011492633092531604,0.3396701839233596
Post-Planting,Canned fish/seafood,5. South South,0,0,NA,0,0,0
Post-Planting,Cashew nut,5. South South,7.383955708850834e-5,6.603423884514677e-5,0.894293539247457,0,2.0326666522499598e-4,0.0038502054767579346
Post-Planting,Cassava flour,5. South South,0.030067570181844097,0.00841031899701486,0.2797139558052256,0.013583344947694972,0.04655179541599322,1.567809016624728
Post-Planting,Cassava roots,5. South South,0.33019824018177407,0.07319821199792104,0.22167959452971472,0.18672974466584885,0.4736667356976993,17.217479666621077
Post-Planting,Cheese/wara,5. South South,0,0,NA,0,0,0
Post-Planting,Chicken,5. South South,0.03236089166046474,0.005124850543638228,0.1583655542439596,0.022316184594933813,0.04240559872599567,1.68738935086709
Post-Planting,Chocolate drinks,5. South South,0.010654119628267572,0.001129147783584943,0.1059822700497075,0.008440989972441084,0.01286724928409406,0.5555362377596663
Post-Planting,Coconut,5. South South,0.04647495099962806,0.0068177040234269,0.14669631439700628,0.03311225111371134,0.05983765088554478,2.4233367306948916
Post-Planting,Cocoyam,5. South South,0.044307390320634514,0.008754355760410166,0.1975822926391842,0.02714885303023059,0.06146592761103844,2.310313923861657
Post-Planting,Coffee,5. South South,2.1286215794060807e-4,1.4934509539530407e-4,0.7016047231700702,0,5.05578544915404e-4,0.011099241092617422
Post-Planting,Dry pepper,5. South South,0.005229618650917097,6.887109415037399e-4,0.13169429502913438,0.0038797452055697674,0.006579492096264427,0.2726872582263915
Post-Planting,Duck,5. South South,0,0,NA,0,0,0
Post-Planting,Fish - dried,5. South South,0.04037537244414885,0.003832226915290033,0.0949149613564839,0.032864207690180385,0.047886537198117314,2.105287277444904
Post-Planting,Fish - fresh,5. South South,0.19092231291472775,0.025447255303663784,0.13328591569613643,0.14104569251954674,0.24079893330990876,9.955234887696518
Post-Planting,Fish - frozen,5. South South,0.07662048538438103,0.006788927279220885,0.08860459764987078,0.06331418791710809,0.08992678285165397,3.9952110236141536
Post-Planting,Fish - smoked,5. South South,0.08899446443667934,0.01242747085169043,0.139643189386602,0.0646366215673661,0.11335230730599258,4.640425645626851
Post-Planting,Fresh milk,5. South South,0.004094182556042998,0.0019651447194886373,0.4799846349274512,2.4249890584526887e-4,0.007945866206240727,0.21348237613652774
Post-Planting,Fresh pepper,5. South South,0.09716831067955495,0.006081865200418257,0.06259103567700425,0.08524785488673517,0.10908876647237473,5.066633342576794
Post-Planting,Fruit juice,5. South South,0.008236012091475271,0.005128443920345791,0.6226853316126156,0,0.018287762175353023,0.42944920191263913
Post-Planting,Garden eggs/Eggplant,5. South South,0.038798637409699535,0.00798882767609621,0.20590485154767393,0.023140535164550963,0.05445673965484811,2.0230718077914758
Post-Planting,Gari - white,5. South South,0.3616385754496645,0.09551226925786567,0.264109737571842,0.17443452770424778,0.5488426231950811,18.85686857701822
Post-Planting,Gari - yellow,5. South South,0.47337618171807055,0.06288301926237279,0.13283942388935854,0.3501254639638199,0.5966268994723212,24.683186618156533
Post-Planting,Gin,5. South South,0.005362817418176914,0.0015753662298752175,0.29375720018653223,0.0022750996076214875,0.00845053522873234,0.27963262251922477
Post-Planting,Goat,5. South South,0.031473315425106334,0.00512275400671889,0.16276499433016384,0.021432717571937307,0.04151391327827536,1.6411085900234017
Post-Planting,Ground pepper,5. South South,0.009639540296059863,0.0010992774101283482,0.11403836452425797,0.007484956572208301,0.011794124019911425,0.5026331725802643
Post-Planting,Groundnut oil,5. South South,0.09842506331455819,0.041536055449531824,0.4220068959141646,0.017014394633475816,0.17983573199564057,5.132164015687677
Post-Planting,Groundnuts - shelled,5. South South,0.03129395561663701,0.007170546545395098,0.22913519253484763,0.01723968438766262,0.045348226845611406,1.6317562571532156
Post-Planting,Groundnuts - unshelled,5. South South,0.10835001585499049,0.0840004345319112,0.7752692407939525,0,0.27299086753753643,5.649679398153076
Post-Planting,Guava,5. South South,0.034020577189489275,0.00736506110076767,0.21648842286670905,0.019585057431984642,0.048456096946993904,1.7739300963090836
Post-Planting,Guinea corn / sorghum,5. South South,0.0012379140640824886,5.74614704782398e-4,0.46417980169591844,1.1166924270898855e-4,0.002364158885455989,0.0645483761985869
Post-Planting,Honey,5. South South,0.0013454564780638434,5.354142030311699e-4,0.3979424171353716,2.9604464012275046e-4,0.0023948683160049363,0.07015594492761469
Post-Planting,Kola nut,5. South South,5.838944845117588e-4,1.3386898528421515e-4,0.22926913823505934,3.215112733546971e-4,8.462776956688205e-4,0.03044592669239885
Post-Planting,Leaves,5. South South,0.1177143308518317,0.013948001853696506,0.11849026157446375,0.09037624721858654,0.14505241448507683,6.137961537274081
Post-Planting,Local eggs,5. South South,9.70192259350772e-4,3.106942524746018e-4,0.3202398797559058,3.612315245005525e-4,0.0015791529942009914,0.050588596380433115
Post-Planting,Maize - shelled/off cob,5. South South,0.013057282262298974,0.005266271046286314,0.4033206099474402,0.0027353910115777997,0.02337917351302015,0.680844003677018
Post-Planting,Maize - unshelled/on cob,5. South South,0.2376145985962783,0.04239944757470846,0.1784378898652928,0.15451168134984972,0.32071751584270686,12.389904069663084
Post-Planting,Maize flour,5. South South,0.0045621183812409,0.0018957755708616927,0.4155472112817116,8.46398262351983e-4,0.008277838500129819,0.23788188702184693
Post-Planting,Malt drinks,5. South South,0.040212496026811075,0.00706674220963715,0.17573498061213375,0.026361681295922264,0.054063310757699885,2.0967944356837203
Post-Planting,Mangoes,5. South South,0.0017297026416456588,0.0012943500214245107,0.7483078248600299,0,0.0042666286836377,0.0901916377429522
Post-Planting,Meat pie/Sausage roll,5. South South,0.00410759301599833,9.657837927171939e-4,0.23512158798489557,0.00221465678227263,0.00600052924972403,0.21418163583419864
Post-Planting,Melon - ground,5. South South,0.010885161265798741,0.0014717429843315363,0.13520635555081428,0.008000545016508931,0.013769777515088552,0.5675834088595059
Post-Planting,Melon - shelled,5. South South,0.017720831379433907,0.0017849553304116678,0.10072638761650969,0.014222318931827039,0.021219343827040778,0.9240147790704824
Post-Planting,Melon - unshelled,5. South South,0.004727115114487756,0.0020844830096390706,0.44096303118375646,6.415284155951778e-4,0.008812701813380334,0.24648528811257583
Post-Planting,Milk - tinned,5. South South,0.005123208531958971,0.0013575686166902511,0.2649840638384389,0.0024623740432460793,0.0077840430206718636,0.26713873059500354
Post-Planting,Milk powder,5. South South,0.013321171417573406,0.0014048297083828817,0.10545842136147411,0.010567705189142958,0.016074637646003854,0.6946039382020419
Post-Planting,Millet,5. South South,0.011971659740342963,0.010335617033718438,0.8633403603084984,0,0.0322294691264311,0.6242365436035974
Post-Planting,Mutton,5. South South,0,0,NA,0,0,0
Post-Planting,Ogbono - ground,5. South South,0.006544244499721504,0.001177925870625951,0.17999417208144936,0.00423550979329464,0.008852979206148368,0.341235606056907
Post-Planting,Ogbono - unground,5. South South,0.0028639228433244225,4.45768876502138e-4,0.15564975067020048,0.001990215845380232,0.003737629841268613,0.1493331196876306
Post-Planting,Okra - dried,5. South South,2.490778842976767e-4,1.328854982006157e-4,0.5335098239464819,0,5.095334607708834e-4,0.012987632538378856
Post-Planting,Okra - fresh,5. South South,0.07756046221271808,0.005058674503865368,0.06522233570490334,0.06764546018514195,0.0874754642402942,4.044224101091728
Post-Planting,Onions,5. South South,0.18589470992811624,0.011166136374170238,0.060066993721812095,0.16400908263474256,0.20778033722148992,9.693081303394633
Post-Planting,Orange/Tangerine,5. South South,0.10906331647021413,0.016403326577728958,0.15040186846150794,0.07691279637786537,0.14121383656256287,5.686872930232594
Post-Planting,Other alcoholic beverages,5. South South,6.093705135135358e-4,6.014281119953264e-4,0.9869662194968793,0,0.0017881696130243757,0.031774319633205796
Post-Planting,Other domestic poultry,5. South South,3.875350783186325e-4,3.901029756133456e-4,1.0066262318906827,0,0.0011521369105207898,0.02020718622661441
Post-Planting,Other eggs,5. South South,4.8507750161665616e-5,4.878809193593719e-5,1.005779319249754,0,1.441324103561025e-4,0.0025293326870011357
Post-Planting,Other fish/seafood,5. South South,0,0,NA,0,0,0
Post-Planting,Other fruits,5. South South,2.8005266913590725e-4,2.1565489411328395e-4,0.7700512006497906,0,7.027362615979439e-4,0.01460274631922945
Post-Planting,Other grains/flour,5. South South,0.004977356012053962,0.0026168845519692176,0.5257579617836762,0,0.010106449733913628,0.25953356348567086
Post-Planting,Other meat,5. South South,2.7472966011288913e-5,2.7821919604683486e-5,1.0127017080445986,0,8.200392843646854e-5,0.0014325189420172075
Post-Planting,Other milk products,5. South South,0,0,NA,0,0,0
Post-Planting,Other non-alcoholic drinks,5. South South,0.0016579960108091334,0.0014094256197488034,0.8500778111407983,0,0.0044204702255167885,0.08645264913504767
Post-Planting,Other nuts/seeds/pulses,5. South South,0,0,NA,0,0,0
Post-Planting,Other oil/fat,5. South South,0.0014997983589486047,8.04855004633959e-4,0.5366421424798611,0,0.003077314168031164,0.07820377157374868
Post-Planting,Other roots/tubers,5. South South,3.7983116605093983e-4,3.852189109473621e-4,1.0141845782494312,0,0.0011348602315077695,0.019805482229799005
Post-Planting,Other spices,5. South South,0.0062212088930767425,8.090188739537696e-4,0.13004206864908271,0.004635531900127355,0.0078068858860261305,0.324391606567573
Post-Planting,Other sweets,5. South South,0,0,NA,0,0,0
Post-Planting,Other vegetables,5. South South,0.00664455762503902,0.0023406647973469833,0.35226796566960883,0.0020568546222389334,0.011232260627839108,0.3464662190198918
Post-Planting,Palm oil,5. South South,0.14799971306120902,0.0061492942285781785,0.04154936588312832,0.1359470963731958,0.16005232974922223,7.71712789533447
Post-Planting,Palm wine,5. South South,0.026806769826879268,0.006207536401437785,0.2315659977508167,0.014639998480061209,0.03897354117369733,1.397781569544419
Post-Planting,Pawpaw,5. South South,0.13426282209789278,0.023855440682085078,0.17767718799096718,0.08750615836100603,0.18101948583477953,7.000847152247267
Post-Planting,Pineapples,5. South South,0.07984444884359332,0.021420196204151917,0.2682740818477159,0.037860864283455566,0.12182803340373108,4.1633176897016515
Post-Planting,Pito,5. South South,2.4265324705689405e-4,2.441752800781642e-4,1.0062724609694313,0,7.212367960100958e-4,0.012652633596538048
Post-Planting,Plantains,5. South South,0.39027634451025367,0.038098587141860804,0.097619514166736407,0.3156031137122065,0.46494957530830083,20.350123678034656
Post-Planting,Pork,5. South South,0.005391983889779221,0.0020589138158041225,0.38184717497151616,0.0013565128108031415,0.0094274549687553,0.2811534456813451
Post-Planting,Potatoes,5. South South,0.005761796725949332,0.004140169419715361,0.7185552730573316,0,0.013876528788591441,0.30043654356735805
Post-Planting,Rice - imported,5. South South,0.06057306016529219,0.00897221277144122,0.14812216432449976,0.0429875231332674,0.07815859719731698,3.158452422904521
Post-Planting,Rice - local,5. South South,0.4429133836755041,0.024963213544544206,0.05636138907654515,0.3939854851281974,0.49184128222281076,23.094769291651286
Post-Planting,Sachet water,5. South South,1.7645873938618446,0.19663419419490358,0.11143352541160606,1.3791843732398337,2.1499904144838555,92.01062839422475
Post-Planting,Salt,5. South South,0.03446607005058437,0.0022445889220938948,0.06512459699639697,0.030066675763280336,0.03886546433788841,1.797159366923328
Post-Planting,Seafood,5. South South,0.010267930471863522,0.002058949361268428,0.2005223318282511,0.006232389723777403,0.01430347121994964,0.5353992317471693
Post-Planting,Shea butter,5. South South,0,0,NA,0,0,0
Post-Planting,Snails,5. South South,0.005759815682712144,0.001987725033900215,0.34510219482652754,0.0018638746162677228,0.009655756749156566,0.3003332463128475
Post-Planting,Soft drinks,5. South South,0.12128890647055422,0.01068194970287315,0.08807029442108498,0.10035228505292285,0.1422255278881856,6.324350123107471
Post-Planting,Soya beans,5. South South,0.0014532499963284679,9.819970286000766e-4,0.6757247762470475,0,0.0033779641723846177,0.07577660695141297
Post-Planting,Sugar,5. South South,0.01501015264424156,0.001450428301216166,0.0966298168708233,0.012167313173857875,0.017852992114625245,0.7826722450211671
Post-Planting,Sweet potatoes,5. South South,0.09647971767696824,0.01585082886332206,0.1642918246961868,0.065412093104857,0.1275473422490795,5.030728136013344
Post-Planting,Tea,5. South South,0.001170195742760373,4.4388689324378655e-4,0.3793270450606002,3.0017743200255124e-4,0.0020402140535181945,0.06101734944393373
Post-Planting,Tomato puree - canned,5. South South,0.029003978542946292,0.0033821176727844462,0.11660874965055339,0.022375027904288778,0.03563292918160381,1.5123503097393425
Post-Planting,Tomatoes,5. South South,0.11939693652589929,0.01632699631139888,0.13674552117053076,0.0873960237555575,0.1513978492962411,6.225697404564749
Post-Planting,Watermelon,5. South South,0.13158398727668452,0.025322179308207474,0.19244119160914294,0.08195251583259788,0.18121545872077116,6.861165050855694
Post-Planting,Wheat flour,5. South South,0.014115125793106259,0.00631506905310619,0.4473972917896652,0.0017375904490181272,0.02649266113719439,0.7360029877833977
Post-Planting,White beans,5. South South,0.2692826290409214,0.02432079718024202,0.09031699247316144,0.221613866567647,0.3169513915141957,14.041165657133758
Post-Planting,Wild game/Bush meat,5. South South,0.0130650065150875,0.004759970551802795,0.36432974957233816,0.0037354642335540207,0.022394548796620978,0.6812467682867053
Post-Planting,Yam flour,5. South South,0.008341177916797032,0.003498250743170839,0.41939529141636495,0.0014846064601821878,0.015197749373411878,0.4349328485187024
Post-Planting,Yam roots,5. South South,0.687544566224362,0.08843074139883783,0.12861819544942893,0.5142203130826398,0.8608688193660842,35.85053809598459
Post-Planting,Agricultural eggs,6. South West,0.04281055815007138,0.005148801242986176,0.1202694257088912,0.032718907713818475,0.05290220858632428,2.2322648178251505
Post-Planting,Animal fat,6. South West,0,0,NA,0,0,0
Post-Planting,Apples,6. South West,0.014772005788473527,0.0031373418069708266,0.2123842795552428,0.008622815846810707,0.020921195730136347,0.770254587541834
Post-Planting,Avocado pear,6. South West,0.0022323773552786626,0.0012050046209842325,0.5397853629606517,0,0.004594186412407758,0.11640253352524454
Post-Planting,Baby milk powder,6. South West,1.3391813818536535e-4,1.1775622888886653e-4,0.8793150090383725,0,3.6472034680754375e-4,0.006982874348236907
Post-Planting,Bananas,6. South West,0.09592463285745975,0.018340781707758574,0.19119991561512942,0.05997670071025295,0.13187256500466654,5.001784427567544
Post-Planting,Beef,6. South West,0.07622123003139239,0.011257414613147144,0.14769395099647012,0.05415669738962399,0.09828576267316079,3.974392708779746
Post-Planting,Beer,6. South West,0.019283475036975885,0.006132655569209181,0.31802647383056587,0.00726347012132589,0.03130347995262588,1.0054954840708854
Post-Planting,Biscuits,6. South West,0.010142134858292899,0.0011815684853353212,0.11650096373636666,0.00782626062703567,0.012458009089550129,0.5288398890395583
Post-Planting,Bottled water,6. South West,0.031606375008787074,0.010658888282207254,0.3372385564381842,0.010714953975660857,0.05249779604191329,1.6480466968867546
Post-Planting,Bread,6. South West,0.21820878664530083,0.016428482490139628,0.07528790541713697,0.18600896096462716,0.2504086123259745,11.378029589362114
Post-Planting,Brown beans,6. South West,0.25789394149090267,0.03564323255127593,0.13820887898808304,0.18803320569040183,0.3277546772914035,13.447326949168497
Post-Planting,Buns/Pofpof/Donuts,6. South West,0.005189863100304109,0.0012473858081049338,0.24035042620523864,0.002744986916418439,0.007634739284189779,0.27061429023014283
Post-Planting,Butter/Margarine,6. South West,0.002331858637873649,7.603494473551205e-4,0.3260701292118034,8.415737210576127e-4,0.003822143554689685,0.12158977183198312
Post-Planting,Cake,6. South West,0.003672830080060736,0.001178899866504445,0.3209786025508019,0.0013621863417120237,0.005983473818409448,0.19151185417459551
Post-Planting,Canned fish/seafood,6. South West,6.446844988892218e-5,4.623228816969054e-5,0.7171304451921493,0,1.5508373470151564e-4,0.003361569172779514
Post-Planting,Cashew nut,6. South West,9.959199294463973e-5,9.599014887033152e-5,0.9638339994229217,0,2.877326847304895e-4,0.005193011060684786
Post-Planting,Cassava flour,6. South West,0.11560550742699804,0.013297305828078447,0.11502311718561815,0.08954278800396429,0.1416682268500318,6.028001458693469
Post-Planting,Cassava roots,6. South West,0.05944042453137068,0.021033266741427005,0.3538545847754897,0.018215221718173753,0.1006656273445676,3.099393564850043
Post-Planting,Cheese/wara,6. South West,0.0037666564970693615,0.0014762521477964074,0.3919264071318959,8.73202287388403e-4,0.00666011070675032,0.19640423163290244
Post-Planting,Chicken,6. South West,0.03966401937620374,0.006298916715283953,0.15880681822838563,0.02731814261424719,0.05200989613816028,2.0681952960449093
Post-Planting,Chocolate drinks,6. South West,0.008332472501673197,8.211819405234192e-4,0.09855201326599305,0.006722955898247295,0.009941989105099098,0.434478923301531
Post-Planting,Coconut,6. South West,0.006083087867336063,0.001625564051168171,0.26722679116585674,0.0028969823270464483,0.009269193407625678,0.3171895816539519
Post-Planting,Cocoyam,6. South West,0.015483608634334567,0.005799080050595142,0.37453026536306316,0.004117411735168089,0.026849805533501046,0.8073595930760167
Post-Planting,Coffee,6. South West,1.2194164634235255e-4,8.315000394788388e-5,0.681883560227154,0,2.84915654080205e-4,0.0063583858449940975
Post-Planting,Dry pepper,6. South West,0.0030967758920684495,6.664329949053027e-4,0.21520220323730554,0.0017905672220540562,0.0044029845620828425,0.16147474294356917
Post-Planting,Duck,6. South West,3.27942383756996e-4,3.2977580491456586e-4,1.005590680706061,0,9.74302961389545e-4,0.017099852867329075
Post-Planting,Fish - dried,6. South West,0.013976447610277292,0.0020885439034940786,0.1494331007228411,0.009882901559428899,0.018069993661125685,0.7287719111073159
Post-Planting,Fish - fresh,6. South West,0.06252435142506768,0.011394217196553862,0.18223647166031404,0.04019168571982211,0.08485701713031325,3.2601983243071007
Post-Planting,Fish - frozen,6. South West,0.12486691457017053,0.010793190940285182,0.08643755615679775,0.10371226032721158,0.1460215688131295,6.51091768830175
Post-Planting,Fish - smoked,6. South West,0.07242304240827571,0.008257194058977593,0.11401335520301271,0.05623894205267963,0.0886071427638718,3.776344354145805
Post-Planting,Fresh milk,6. South West,0.016378490658319006,0.015243221988653174,0.9306853913862202,0,0.04625520575607923,0.8540212986123482
Post-Planting,Fresh pepper,6. South West,0.16693670387572981,0.007012861882315839,0.04200910716157615,0.15319149458639078,0.18068191316506885,8.704556702091626
Post-Planting,Fruit juice,6. South West,0.00142834351138941,6.206655694503084e-4,0.43453522524603394,2.1183899526680582e-4,0.0026448480275120144,0.07447791166530496
Post-Planting,Garden eggs/Eggplant,6. South West,0.01932718022124479,0.0034478363324993563,0.17839313821420424,0.012569421009546052,0.026084939432943526,1.007774397250621
Post-Planting,Gari - white,6. South West,0.28006579477499544,0.02347094371846097,0.08380510635837375,0.23406274508681194,0.32606884446317896,14.603430727553333
Post-Planting,Gari - yellow,6. South West,0.05872622487707992,0.012556257845049008,0.21381006307370443,0.03411595950078387,0.08333649025337597,3.0621531543048817
Post-Planting,Gin,6. South West,0.0014021458814591293,7.815952524597732e-4,0.5574279130260068,0,0.0029340725762802846,0.07311189239036887
Post-Planting,Goat,6. South West,0.00450896820787768,0.0017615884730995085,0.3906854943048419,0.0010562548006026432,0.007961681615152717,0.23511048512505045
Post-Planting,Ground pepper,6. South West,0.0021866981914266076,4.3431036609032486e-4,0.19861468207781324,0.0013354498738895708,0.0030379465089636444,0.11402069141010167
Post-Planting,Groundnut oil,6. South West,0.06893453128609517,0.012447973178260954,0.18057674355685135,0.0445365038567037,0.09333255871548664,3.5944434170606767
Post-Planting,Groundnuts - shelled,6. South West,0.006926067279286482,0.001191656817789439,0.17205388999804844,0.004590419916419182,0.009261714642153782,0.36114493670565223
Post-Planting,Groundnuts - unshelled,6. South West,0.00448574347784814,0.0011691812551976534,0.26064380653316416,0.002194148217660739,0.006777338738035541,0.2338994813449387
Post-Planting,Guava,6. South West,0.0015043006553575175,0.0011045551172165088,0.7342648647281192,0,0.0036692286851018746,0.0784385341722134
Post-Planting,Guinea corn / sorghum,6. South West,0.022539683677204585,0.017474413344469173,0.7752732289735658,0,0.05678953383236417,1.1752835060256677
Post-Planting,Honey,6. South West,0.0030358369427223395,8.095962750889057e-4,0.2666797625708161,0.0014490282435480843,0.004622645641896595,0.15829721201337915
Post-Planting,Kola nut,6. South West,7.68424002636163e-4,1.9891556056794615e-4,0.2588617220252679,3.785495039229885e-4,0.0011582985013493374,0.040067822994599926
Post-Planting,Leaves,6. South West,0.09508325045335132,0.011168706766647166,0.11746239966971503,0.07319258519072287,0.11697391571597977,4.957912345067605
Post-Planting,Local eggs,6. South West,0.0015057166831377582,4.7355015240135574e-4,0.3145014979939826,5.775583844311009e-4,0.0024338749818444156,0.07851236990646882
Post-Planting,Maize - shelled/off cob,6. South West,0.0049837397265067715,0.0015115196166138134,0.3032902397720668,0.002021161277943697,0.007946318175069845,0.2598664285964245
Post-Planting,Maize - unshelled/on cob,6. South West,0.18014765079707032,0.02735450876944574,0.15184493746332325,0.12653281360895668,0.23376248798518395,9.393413220132953
Post-Planting,Maize flour,6. South West,0.0491980416133471,0.017474825749742937,0.35519352349590544,0.014947383143850947,0.08344870008284325,2.5653264555530986
