product,zone,estimate_kg_person_year,se,cv,ci_low,ci_high
Guinea corn / sorghum,3. North West,46.929624221485426,3.378355807888893,0.0719877020950491,40.308046838023195,53.55120160494766
Honey,3. North West,0.011526159344468129,0.0062739828677526215,0.5443255363950664,0,0.023823165765263266
Kola nut,3. North West,0.17776223439967515,0.027499085134390824,0.15469587917399105,0.12386402753626913,0.23166044126308116
Leaves,3. North West,1.4861362238964912,0.27144602941765045,0.1826521856158972,0.9541020062378964,2.0181704415550863
Local eggs,3. North West,0.0676396752319777,0.03051813790224038,0.45118693721658293,0.007824124943586551,0.12745522552036884
Maize - shelled/off cob,3. North West,12.325131707695801,1.5054059969697713,0.12214116917142534,9.37453595363505,15.275727461756553
Maize - unshelled/on cob,3. North West,0.07599531340679032,0.05250392336756026,0.6908837007686969,0,0.17890300320720842
Maize flour,3. North West,9.187902229350993,1.6867482664091609,0.18358361074204727,5.881875627189038,12.493928831512948
Malt drinks,3. North West,0.09923046790784708,0.03203427659356903,0.32282702348353814,0.03644328578445179,0.16201765003124236
Mangoes,3. North West,0.32687959103324843,0.17415071480556968,0.5327671704895641,0,0.668214992052165
Meat pie/Sausage roll,3. North West,0.0024195718025618955,0.0018414821837568988,0.7610777170601415,0,0.006028876882725417
Melon - ground,3. North West,0.00681404016624702,0.0033475130136831847,0.4912669916835697,2.529146594279783e-4,0.013375165673066063
Melon - shelled,3. North West,0.002388436335925789,0.001522338426985637,0.637378691693517,0,0.005372219652817638
Melon - unshelled,3. North West,1.409335162007362e-4,1.427043085055826e-4,1.0125647351501839,0,4.2063396087167813e-4
Milk - tinned,3. North West,0.006634858542779563,0.005849169145265908,0.8815815902558032,0,0.018099230067500742
Milk powder,3. North West,0.09653927608975209,0.017040589056369394,0.1765145725821151,0.06313972153926808,0.1299388306402361
Millet,3. North West,21.819126546455372,2.420894806504919,0.11095287436692582,17.07417272570573,26.564080367205015
Mutton,3. North West,0.2164619898315461,0.07413968013809621,0.34250669226404507,0.07114821676087751,0.3617757629022147
Ogbono - ground,3. North West,0.002422049224211915,0.0017327934175631022,0.7154245257451023,0,0.005818324322635595
Ogbono - unground,3. North West,0,0,NA,0,0
Okra - dried,3. North West,0.3893106688752078,0.047848558670912165,0.12290584999675376,0.29552749388022,0.48309384387019566
Okra - fresh,3. North West,0.47045137061615805,0.08543088084378844,0.1815934359632074,0.3030068441623327,0.6378958970699834
Onions,3. North West,5.360689571105317,0.2853892002208123,0.05323740470985119,4.8013267386725245,5.920052403538109
Orange/Tangerine,3. North West,2.984802684152586,0.39511695430158955,0.1323762392735073,2.2103734537214703,3.7592319145837014
Other alcoholic beverages,3. North West,0,0,NA,0,0
Other domestic poultry,3. North West,0.01262461458218581,0.012620073782835976,0.9996403217444562,0,0.03735995919654432
Other eggs,3. North West,0,0,NA,0,0
Other fish/seafood,3. North West,0,0,NA,0,0
Other fruits,3. North West,0,0,NA,0,0
Other grains/flour,3. North West,0.4326204612375227,0.10875003861274105,0.2513751621956543,0.21947038555655024,0.6457705369184952
Other meat,3. North West,0.018663164434092768,0.014692846419322763,0.7872644787120204,0,0.047461143415965384
Other non-alcoholic drinks,3. North West,0,0,NA,0,0
Other nuts/seeds/pulses,3. North West,0,0,NA,0,0
Other oil/fat,3. North West,0.020152057524451147,0.014323982982539316,0.7107950622490811,0,0.04822706417022821
Other spices,3. North West,0.8343718938856103,0.04235711502261101,0.05076527065809582,0.7513519484412927,0.9173918393299278
Other vegetables,3. North West,0.03357064250519748,0.01606966118825074,0.47868196701218335,0.0020741065762260313,0.06506717843416893
Palm oil,3. North West,3.5038543798897837,0.2035097031479396,0.05808166695396204,3.104975361719822,3.902733398059745
Palm wine,3. North West,0.0789065397110031,0.049294084662752397,0.6247148188641023,0,0.1755229456499978
Pawpaw,3. North West,0.2888126419361025,0.07881487164862387,0.27289273461256947,0.13433549350479973,0.4432897903674053
Pineapples,3. North West,0.3957421172806504,0.1821519565987518,0.4602794310861136,0.03872428234709685,0.7527599522142039
Pito,3. North West,0.030580558179691835,0.03096479479396443,1.0125647351501832,0,0.09127155597586212
Plantains,3. North West,0.28775808895083255,0.15850487855685663,0.550826839081279,0,0.5984276509222715
Pork,3. North West,7.437862461850353e-4,7.531317233766989e-4,1.0125647351501827,0,0.0022199244240033653
Potatoes,3. North West,0.20477750847962106,0.08928004482832465,0.43598559964513667,0.029788620616104766,0.37976639634313736
Rice - imported,3. North West,0.41751466533457054,0.1701885749612194,0.4076229869071563,0.08394505841058053,0.7510842722585606
Rice - local,3. North West,24.604320482336707,1.6383792614095511,0.06658908798500385,21.393097129973988,27.815543834699426
Sachet water,3. North West,25.865749122091437,5.455882167840557,0.21093076183827955,15.172220073123944,36.55927817105893
Salt,3. North West,1.331615721714753,0.0494920978970215,0.03716695221447923,1.234611209836591,1.4286202335929152
Seafood,3. North West,0,0,NA,0,0
Snails,3. North West,0,0,NA,0,0
Soft drinks,3. North West,1.2871310891467558,0.2893691011389134,0.22481711736971352,0.7199676509144856,1.8542945273790261
Soya beans,3. North West,2.310605822625169,0.5497650502539803,0.23793112822219534,1.2330663241273678,3.3881453211229706
Sugar,3. North West,1.9101107006947473,0.18019562545344725,0.09433779172479706,1.5569272748059908,2.263294126583504
Sweet potatoes,3. North West,5.559521136919098,0.7602304396303677,0.13674387072330876,4.069469475243578,7.049572798594619
Tea,3. North West,0.07580724869544371,0.016382050149140705,0.21610136802294114,0.04369843040312793,0.10791606698775949
Tomato puree - canned,3. North West,0.012737099451908726,0.005150756070694775,0.40439003323656275,0.002641617553346968,0.022832581350470484
Tomatoes,3. North West,5.583609021633736,0.3950577324565515,0.07075311522097935,4.8092958660188945,6.357922177248577
Watermelon,3. North West,9.783273218531379,1.4355676586129706,0.14673694851879765,6.9695606076499566,12.596985829412802
Wheat flour,3. North West,1.5756617072214605,0.6302929309752612,0.40001792776110984,0.3402875625099486,2.8110358519329726
White beans,3. North West,7.32990255914245,0.4435644430257281,0.060514371022910594,6.460516250812023,8.199288867472877
Wild game/Bush meat,3. North West,0.07628476552719315,0.06229881582647868,0.8166613005354402,0,0.19839044454709137
Yam flour,3. North West,0.01750173852639054,0.015137216609849801,0.8648978835459504,0,0.047170683081696155
Yam roots,3. North West,5.531388418965553,0.9225792854678909,0.16678982121462124,3.723133019448486,7.339643818482619
Agricultural eggs,4. South East,0.5346191834814444,0.1323993172382153,0.24765163938942458,0.2751165216945425,0.7941218452683464
Animal fat,4. South East,0,0,NA,0,0
Apples,4. South East,0.1256761770264058,0.044995511600136096,0.35802737372160914,0.03748497429013904,0.21386737976267256
Avocado pear,4. South East,0.8356808140383731,0.16151633960566997,0.1932751558877519,0.51910878841126,1.1522528396654863
Baby milk powder,4. South East,0.03627127925906992,0.015696024468513935,0.4327397541289923,0.005507071300782609,0.06703548721735723
Bananas,4. South East,3.668104934375652,0.4019060649823098,0.10956776650958003,2.880369047010325,4.4558408217409795
Beef,4. South East,4.243230868913182,0.3009710794470256,0.07092969690902379,3.6533275531970117,4.833134184629352
Beer,4. South East,1.2187950514455472,0.2854485306358273,0.23420552150853596,0.6593159313993256,1.778274171491769
Biscuits,4. South East,0.37510531197770874,0.053316745352282854,0.14213807069586712,0.27060449108723433,0.47960613286818315
Bottled water,4. South East,1.564603805563971,0.9878919578222835,0.6314007126335678,0,3.5008720428956464
Bread,4. South East,6.8745595692744175,0.6447920589062883,0.0937939445296484,5.610767133818093,8.138352004730743
Brown beans,4. South East,1.6604733100015852,0.33923483472385363,0.2043000828020113,0.995573033942832,2.3253735860603384
Buns/Pofpof/Donuts,4. South East,0.23210237719460053,0.03921251103598624,0.16894489194787296,0.1552458555640675,0.30895889882513355
Butter/Margarine,4. South East,8.876321703124375e-4,8.843939070411947e-4,0.9963517959583382,0,0.002621044228113179
Cake,4. South East,0.005955892876780069,0.0059752257440217485,1.0032460065420337,0,0.017667335335062696
Canned fish/seafood,4. South East,0,0,NA,0,0
Cashew nut,4. South East,0.025117388632943896,0.009013564314849778,0.3588575407487868,0.007450802575838331,0.042783974690049464
Cassava flour,4. South East,2.3401906816220155,0.6525057235251989,0.278825878869383,1.0612794635126257,3.6191018997314055
Cassava roots,4. South East,63.48127408814769,10.974580057663411,0.17287901377695294,41.97109717512741,84.99145100116797
Cheese/wara,4. South East,0,0,NA,0,0
Chicken,4. South East,0.5995048466125369,0.12773180181889165,0.21306216712113651,0.34915051504750927,0.8498591781775645
Chocolate drinks,4. South East,0.5101710196435327,0.060341311011638546,0.11827663408595865,0.3919020500607212,0.6284399892263443
Coconut,4. South East,1.5454399039778726,0.14659563222444136,0.09485689598612843,1.2581124648179676,1.8327673431377776
Cocoyam,4. South East,6.397055384992986,0.7647831140831886,0.11955236715275479,4.898080481389936,7.896030288596036
Coffee,4. South East,7.831937601897032e-4,2.830949704889736e-4,0.3614622394596237,2.28327618031315e-4,0.0013380599023480916
Dry pepper,4. South East,0.20156848846997905,0.032181281011519215,0.15965432521617678,0.13849317768740138,0.2646437992525567
Duck,4. South East,0,0,NA,0,0
Fish - dried,4. South East,1.9233798671851206,0.2044989029751369,0.10632268043567619,1.5225620173538523,2.3241977170163888
Fish - fresh,4. South East,1.1642855009581397,0.2666966774770686,0.2290646729325347,0.6415600131030852,1.6870109888131941
Fish - frozen,4. South East,2.0432350716898244,0.2535479872540966,0.12409144242243447,1.546281016671795,2.540189126707854
Fish - smoked,4. South East,1.1606107467351356,0.14500163846899627,0.1249356331370308,0.8764075353359029,1.4448139581343684
Fresh milk,4. South East,0,0,NA,0,0
Fresh pepper,4. South East,2.820310914176997,0.27692686046439985,0.09819018856125325,2.2775342676667734,3.3630875606872204
Fruit juice,4. South East,0.3404751380869611,0.18726612745889204,0.5500141023837758,0,0.7075167479063895
Garden eggs/Eggplant,4. South East,0.87938475360883,0.13093536482833745,0.14889428579584,0.6227514385452886,1.1360180686723713
Gari - white,4. South East,11.303551006936209,0.9318446524121742,0.08243822245242804,9.477135488208347,13.12996652566407
Gari - yellow,4. South East,7.7641837342727396,1.0983521143894963,0.14146395190793065,5.611413590069327,9.916953878476152
Gin,4. South East,0.023022703513357185,0.01496221317332008,0.6498894955859283,0,0.05234864133306454
Goat,4. South East,0.26870838225061866,0.1001736520825289,0.37279690065306204,0.07236802416886201,0.4650487403323753
Ground pepper,4. South East,0.1907155235799033,0.023649805654913467,0.12400566671755488,0.1443619044962729,0.23706914266353368
Groundnut oil,4. South East,4.611100889506708,2.056547466094912,0.4459992343205746,0.5802678559606802,8.641933923052736
Groundnuts - shelled,4. South East,0.8678762292783269,0.10176677374404537,0.11725954728437307,0.6684133527399979,1.0673391058166557
Groundnuts - unshelled,4. South East,0.39337321937742004,0.09896028610479958,0.2515684373771581,0.19941105861201286,0.5873353801428272
Guava,4. South East,0.6329120363529801,0.1285338066500935,0.20308320788263406,0.38098577531879685,0.8848382973871634
Guinea corn / sorghum,4. South East,0.11483751081705615,0.11508805745684168,1.0021817491340845,0,0.3404101034324658
Honey,4. South East,0.02074800929875202,0.009691727956419816,0.4671160407183144,0.0017522225041691833,0.03974379609333486
Kola nut,4. South East,0.05900404196356214,0.018331722916204475,0.310685883647178,0.023073865047801366,0.094934218879322907
Leaves,4. South East,8.116923939079443,0.6374272627194015,0.07853064381328839,6.8675665041494165,9.366281374009471
Local eggs,4. South East,0.055107521762125695,0.014858585635438784,0.2696289936531095,0.02598469391666568,0.08423034960758571
Maize - shelled/off cob,4. South East,0.20927895045974426,0.1309180138920772,0.6255670415226965,0,0.46587825768821556
Maize - unshelled/on cob,4. South East,0.020192511393871227,0.020097574176084963,0.9952983947397905,0,0.05958375677899776
Maize flour,4. South East,0.33936566320706113,0.1310229262360591,0.3860818593073647,0.08256072778438528,0.596170598629737
Malt drinks,4. South East,1.4953914267133368,0.22631350070666978,0.1513406434354619,1.051816965328264,1.9389658880984095
Mangoes,4. South East,1.7253276174291112,0.43545571247734405,0.2523901594563304,0.8718344209735169,2.5788208138847057
Meat pie/Sausage roll,4. South East,0.07472780392509729,0.020404086246367994,0.2730454419190458,0.034735794882216016,0.11471981296797856
Melon - ground,4. South East,0.23738453015118843,0.062558122187543,0.2635307454436909,0.11477061066360415,0.3599984496387727
Melon - shelled,4. South East,0.9969392500822397,0.13419556529163953,0.13460756538632565,0.7339159421106263,1.2599625580538532
Melon - unshelled,4. South East,0.07542575929395527,0.019685510490976353,0.2609918769827217,0.03684215873164162,0.11400935985626892
Milk - tinned,4. South East,0.07888237384371252,0.028096504133836322,0.3561822846445158,0.02381322574139333,0.13395152194603172
Milk powder,4. South East,0.6293767070565999,0.06912033403423141,0.10982347020353808,0.4939008523495063,0.7648525617636934
Millet,4. South East,0.027827554915961,0.020661005023104865,0.7424656993940337,0,0.06832312476124652
Mutton,4. South East,0.010470179765534274,0.0104209531132733,0.9952983947397906,0,0.030895247867549942
Ogbono - ground,4. South East,0.06195351646014362,0.013045256999716147,0.21056523899024385,0.036384812740699976,0.08752222017958726
Ogbono - unground,4. South East,0.3284327006551082,0.04379182419296048,0.1333357613465746,0.24260072523690568,0.41426467607331074
Okra - dried,4. South East,0.1039177816777723,0.03155821604545713,0.3036844660840883,0.04206367822867632,0.16577188512686827
Okra - fresh,4. South East,2.3660761648781694,0.2029045382707033,0.08575570866339839,1.968383269867591,2.7637690598887477
Onions,4. South East,6.444291197712543,0.24962880229535045,0.03873642494367082,5.955018745213656,6.93356365021143
Orange/Tangerine,4. South East,3.0568536835705817,0.4153177629892419,0.13586445606520714,2.2428308681116675,3.870876499029496
Other alcoholic beverages,4. South East,0.0018149144381811094,0.0018304089001091406,1.008537296085186,0,0.005402515882395025
Other domestic poultry,4. South East,0,0,NA,0,0
Other eggs,4. South East,0,0,NA,0,0
Other fish/seafood,4. South East,0.0089685930043714,0.003619978981270258,0.4036284152381357,0.001873434201081694,0.016063751807661106
Other fruits,4. South East,0,0,NA,0,0
Other grains/flour,4. South East,0.03144002769214368,0.024511438200453137,0.7796252102722583,0,0.07948244656503183
Other meat,4. South East,0.0018528380539588108,0.0018441267408180022,0.9952983947397908,0,0.005467326465962095
Other non-alcoholic drinks,4. South East,0,0,NA,0,0
Other nuts/seeds/pulses,4. South East,0.046496481811341424,0.02695201554487389,0.5796570943632073,0,0.09932243227929424
Other oil/fat,4. South East,0,0,NA,0,0
Other spices,4. South East,0.3847679939825273,0.03639948845078301,0.09460113372225015,0.3134249966189926,0.45611099134606203
Other vegetables,4. South East,0.02040904902689101,0.014664229001957201,0.7185160358346722,0,0.04915093787072712
Palm oil,4. South East,5.46169465463862,0.27499040990921114,0.050348916828527136,4.922713451216566,6.000675858060674
Palm wine,4. South East,0.35911593756850585,0.10696652184965388,0.2978606924936287,0.14946155474318423,0.5687703203938275
Pawpaw,4. South East,13.856753348557461,1.6756283801743959,0.12092503474840555,10.572521723415646,17.140984973699275
Pineapples,4. South East,1.5183205076502404,0.7587182152758384,0.4997088634797103,0.03123280570959719,3.0054082095908834
Pito,4. South East,0,0,NA,0,0
Plantains,4. South East,8.109797966963862,0.9052755124096233,0.11162738160646676,6.335457962641001,9.884137971286723
Pork,4. South East,0.0869111093682497,0.03701658026066395,0.42591310282120065,0.014358612057348355,0.15946360667915105
Potatoes,4. South East,0,0,NA,0,0
Rice - imported,4. South East,2.6599911068087794,1.4390318869199987,0.5409912398716329,0,5.4804936051719775
Rice - local,4. South East,25.950459868245073,1.1994289395755597,0.0462199493059185,23.599579146676977,28.30134058981317
Sachet water,4. South East,57.53012114179316,11.195816742396573,0.1946079118241817,35.586320326695876,79.47392195689045
Salt,4. South East,1.039567002381631,0.06510102055582621,0.06262320793819046,0.9119690020922117,1.1671650026710503
Seafood,4. South East,0.144618694321011,0.0275026610408378,0.19017362291897047,0.0907134786809689,0.19852390996105307
Snails,4. South East,0.03717924779383236,0.029416710762138632,0.7912131769115176,0,0.09483600088762408
Soft drinks,4. South East,3.597286223329103,0.4188975971790022,0.11644822546017315,2.7762469328582586,4.418325513799948
Soya beans,4. South East,0.10486133975242261,0.043487847819943755,0.4147176444876488,0.01962515802533285,0.19009752147951237
Sugar,4. South East,0.7419884238704798,0.057507196134709566,0.07750416891240869,0.6292743194464491,0.8547025282945105
Sweet potatoes,4. South East,2.5384824005772506,0.834991949966232,0.3289335194037016,0.9018981786434359,4.175066622511065
Tea,4. South East,0.08384071578431014,0.03059555195163701,0.3649247464721983,0.023873433959101603,0.14380799760951868
Tomato puree - canned,4. South East,2.286245939942572,0.1202501444372258,0.05259720414866931,2.050555656845609,2.5219362230395346
Tomatoes,4. South East,6.138239032463038,0.3802313126232971,0.06194468977379087,5.392985659721376,6.8834924052047
Watermelon,4. South East,3.476150881589523,0.866390581673275,0.2492384856658192,1.7780253415099039,5.174276421669141
Wheat flour,4. South East,0.22635265056483173,0.13323083351922732,0.5885985129255973,0,0.48748508426251724
White beans,4. South East,8.232220214919236,0.5364505672717085,0.06516474939524822,7.180777103066688,9.283663326771785
Wild game/Bush meat,4. South East,0.3748628981786953,0.1716611530489773,0.4579304964108432,0.03840703820269975,0.7113187581546908
Yam flour,4. South East,0.09104684104330392,0.04623571474512258,0.5078233820669499,4.248401428636611e-4,0.18166884194374416
Yam roots,4. South East,71.71365540645274,6.303399262000322,0.08789677818365882,59.35899285293212,84.06831795997337
Agricultural eggs,5. South South,1.2966904066943516,0.18004725704540658,0.13885138358075805,0.9437977828853548,1.6495830305033485
Animal fat,5. South South,0,0,NA,0,0
Apples,5. South South,0.22820067111772555,0.07128073777148522,0.31235989544795195,0.08849042508561453,0.3679109171498366
Avocado pear,5. South South,0.3037855363679717,0.0926811250157778,0.3050873524917075,0.12213053133704718,0.48544054139889614
Baby milk powder,5. South South,0.09402287949198146,0.02915639300978319,0.3100989160012881,0.036876349192806405,0.1511694097911565
Bananas,5. South South,9.703262208424212,1.201700907518862,0.12384504115281614,7.347928429687242,12.058595987161182
Beef,5. South South,4.823140386126723,0.49709821640176605,0.10306525968674247,3.8488278819792616,5.797452890274185
Beer,5. South South,1.336366264877223,0.2953332802739315,0.22099725803918352,0.7575130355403172,1.9152194942141287
Biscuits,5. South South,0.9291588420424581,0.11129783314398058,0.11978343003154114,0.7110150890802562,1.14730259500466
Bottled water,5. South South,3.2854131033236458,1.0622527473418126,0.3233239516416363,1.2033977185336933,5.367428488113598
Bread,5. South South,11.474796274606376,0.823969070869252,0.0718068583659902,9.859816895702643,13.08977565351011
Brown beans,5. South South,3.1043064587415703,0.633076989929945,0.2039350812633953,1.8634755584788782,4.345137359004262
Buns/Pofpof/Donuts,5. South South,0.3372566146090198,0.06918713966607595,0.20514687234906961,0.20164982086351094,0.47286340835452867
Butter/Margarine,5. South South,0.06899538263030108,0.03260551025332201,0.4725752508400826,0.005088582533789937,0.13290218272681223
Cake,5. South South,0.2216631821382603,0.07260985166151718,0.32756838984756376,0.07934787288168665,0.36397849139483396
Canned fish/seafood,5. South South,0.01032464155530763,0.007301203129204758,0.7071628676010935,0,0.024634999688548955
Cashew nut,5. South South,0.006088555456702845,0.0028335573314930904,0.4653907403230841,5.347830869763875e-4,0.011642327826429301
Cassava flour,5. South South,0.9041897474993469,0.29686129019011814,0.32831746987966437,0.3223416187267153,1.4860378762719786
Cassava roots,5. South South,56.909186186071935,24.5536028234059,0.43145236242044865,8.784124652196375,105.0342477199475
Cheese/wara,5. South South,0,0,NA,0,0
Chicken,5. South South,1.1898573110838115,0.26243415089001604,0.22055934644043265,0.6754863753393802,1.7042282468282428
Chocolate drinks,5. South South,0.587479774516679,0.07870539464458755,0.13397124132373522,0.4332172010132874,0.7417423480200706
Coconut,5. South South,2.7444403128967387,0.45420357336197564,0.16549952688989863,1.8542013091072664,3.634679316686211
Cocoyam,5. South South,3.7275379137034728,0.6775528969029304,0.1817695520713703,2.3995342357737295,5.055541591633216
Coffee,5. South South,0.0022618630529559302,7.999398513462968e-4,0.35366413996678103,6.939809443171885e-4,0.003829745161594672
Dry pepper,5. South South,0.446125461051199,0.057773847997595405,0.12950134668723842,0.332888718975912,0.559362203126486
Duck,5. South South,0,0,NA,0,0
Fish - dried,5. South South,2.517537704934247,0.233115021074744,0.09259643683502747,2.0606322636277485,2.9744431462407452
Fish - fresh,5. South South,11.38926868188694,3.2036655899489035,0.2812880861300508,5.110084125587089,17.66845323818679
Fish - frozen,5. South South,3.078755863209317,0.32743724176161276,0.10635375336980758,2.436978869356556,3.720532857062078
Fish - smoked,5. South South,3.0067962391953222,0.34950442704951146,0.11623814826343062,2.32176756217828,3.6918249162123646
Fresh milk,5. South South,0.15847791763697439,0.06623607189709729,0.41795142745896224,0.028655216718663695,0.2883006185552851
Fresh pepper,5. South South,4.201974090551997,0.27175536980072285,0.06467326164903206,3.66933356574258,4.734614615361414
Fruit juice,5. South South,0.13007915464125872,0.05102996925452202,0.39229936107177205,0.030060414902395555,0.23009789438012188
Garden eggs/Eggplant,5. South South,0.584598465011035,0.14840477206310776,0.25385761500469634,0.2937251117673438,0.8754718182547261
Gari - white,5. South South,17.071632695594538,3.3014682801781357,0.193389135008165,10.600754866445392,23.542510524743683
Gari - yellow,5. South South,24.649972575975024,2.4066163417499498,0.09763160321304157,19.93300454614512,29.366940605804928
Gin,5. South South,0.12240292318998845,0.04482442466466498,0.36620387402913956,0.0345470508472451,0.2102587955327318
Goat,5. South South,1.0574973983449225,0.19691869620007413,0.18621199116732523,0.6715367537927772,1.4434580428970678
Ground pepper,5. South South,0.5798385919094187,0.059866549855028546,0.1032469219716593,0.4625001541935627,0.6971770296252746
Groundnut oil,5. South South,3.2927736517364887,0.36941544288015793,0.11218974698893794,2.5687193836913793,4.016827919781599
Groundnuts - shelled,5. South South,1.6683266937254688,0.1551556411960169,0.09300075445627828,1.3642216369812756,1.972431750469662
Groundnuts - unshelled,5. South South,0.6904299696059778,0.13301901687236128,0.19266112817824818,0.4297126965361497,0.9511472426758059
Guava,5. South South,1.8028726701590099,0.6799071137737746,0.37712431112165457,0.4702547271624118,3.135490613155608
Guinea corn / sorghum,5. South South,0.394850357224839,0.3421554031510258,0.8665444943644632,0,1.0654749474008496
Honey,5. South South,0.06514254031156791,0.030077115993744942,0.46171235954094186,0.006191392963827827,0.12409368765930799
Kola nut,5. South South,0.02662187778827583,0.005971996319745881,0.22432663718319393,0.014916765001573903,0.03832699057497775
Leaves,5. South South,8.74963998985796,0.8640389073798108,0.09875136672838554,7.05612373139353,10.443156248322389
Local eggs,5. South South,0.12306834171655076,0.044379620208235444,0.3606095571714938,0.03608428610840929,0.21005239732469222
Maize - shelled/off cob,5. South South,0.15583697801757038,0.07487975788861914,0.48050057721330147,0.009072652555876859,0.3026013034792639
Maize - unshelled/on cob,5. South South,0.11134042605763446,0.05777899229657692,0.5189399245397902,0,0.22458725095892523
Maize flour,5. South South,0.07407058262980236,0.04746972542256656,0.6408715003608879,0,0.16711124445803283
Malt drinks,5. South South,1.7623467152577794,0.25124006722641445,0.14255995432185173,1.2699161834940071,2.254777247021552
Mangoes,5. South South,2.2234827627193012,0.7539809119412315,0.33909905873033125,0.7456801753144875,3.701285350124115
Meat pie/Sausage roll,5. South South,0.2582840629788861,0.058781505116587876,0.22758471598533384,0.14307231295037387,0.37349581300739837
Melon - ground,5. South South,0.6038567484295682,0.06496701024171299,0.10758679175263125,0.4765214083558107,0.7311920885033256
Melon - shelled,5. South South,1.04387790778278,0.11510195063107229,0.11026380553981778,0.8182780845458784,1.2694777310196816
Melon - unshelled,5. South South,0.03592113418083794,0.01984616033835388,0.5524925866327678,0,0.07481960844401155
Milk - tinned,5. South South,0.15798217654323107,0.05384191067310789,0.3408100321897661,0.05245203162393962,0.2635123214625225
Milk powder,5. South South,0.6035230741886173,0.05821998822148119,0.0964668804084297,0.4894118972745142,0.7176342511027204
Millet,5. South South,0.6746526324898318,0.5690455348233534,0.843464484416623,0,1.7899818807436043
Mutton,5. South South,0.0376202520827109,0.03036007671603946,0.8070141754842735,0,0.09712600244614825
Ogbono - ground,5. South South,0.22505124013452796,0.038331980736860984,0.17032556991886574,0.14992055789028041,0.3001819223787755
Ogbono - unground,5. South South,0.17982780767272058,0.023470224427183925,0.13051498948315488,0.1338261677954401,0.22582944755000106
Okra - dried,5. South South,0.03741231748766432,0.017283463122938773,0.46197253427664614,0.0035367297667043274,0.07128790520862431
Okra - fresh,5. South South,4.0929030309810495,0.33936063528468413,0.08291440884768311,3.4277561858230685,4.75804987613903
Onions,5. South South,7.840147093665256,0.3307124969566415,0.0421819250335052,7.191950599630239,8.488343587700273
Orange/Tangerine,5. South South,5.42715417018583,1.1923745824774368,0.21970530872842498,3.0900999885300537,7.764208351841606
Other alcoholic beverages,5. South South,0,0,NA,0,0
Other domestic poultry,5. South South,0,0,NA,0,0
Other eggs,5. South South,0,0,NA,0,0
Other fish/seafood,5. South South,0,0,NA,0,0
Other fruits,5. South South,0,0,NA,0,0
Other grains/flour,5. South South,0.07586319948579877,0.05041158906867827,0.6645064986761477,0,0.17466991406040816
Other meat,5. South South,0,0,NA,0,0
Other non-alcoholic drinks,5. South South,0.04080322277346945,0.04112628304466825,1.007917518500741,0,0.12141073754101922
Other nuts/seeds/pulses,5. South South,0.014464937466317227,0.014503728350608433,1.0026817180773533,0,0.04289224503350975
Other oil/fat,5. South South,0.005446793186641878,0.0054991664284337475,1.0096154269121715,0,0.016225159386372024
Other spices,5. South South,0.4406936749301494,0.04393097772182421,0.09968597286717885,0.3545889585953739,0.5267983912649248
Other vegetables,5. South South,0.047377831878717275,0.04777182069519825,1.008315889538583,0,0.14101060044130587
Palm oil,5. South South,7.051931249203925,0.41797898821503526,0.05927156312850042,6.232692432302455,7.871170066105394
Palm wine,5. South South,2.0364987610059067,0.611791356104113,0.30041332104809393,0.8373877030418453,3.235609818969968
Pawpaw,5. South South,8.239268308251312,1.1030125286019359,0.1338726313230158,6.077363752191517,10.401172864311107
Pineapples,5. South South,3.598659275016247,0.6430747840777189,0.1786984359820549,2.3382326982239183,4.859085851808576
Pito,5. South South,0,0,NA,0,0
Plantains,5. South South,23.663617431290515,1.7929782492357478,0.0757694065348134,20.14938006278845,27.17785479979258
Pork,5. South South,0.4816651044349191,0.17790691832888164,0.36935812183778366,0.13296754451031112,0.8303626643595271
Potatoes,5. South South,0,0,NA,0,0
Rice - imported,5. South South,2.159418319453826,0.4320207842579163,0.20006349875145346,1.3126575823083102,3.006179056599342
Rice - local,5. South South,28.85428907471622,1.7791404391455377,0.06165947927320525,25.367173813990966,32.341404335441474
Sachet water,5. South South,110.26523646112385,12.719115414680653,0.1153501849076887,85.33577024834977,135.19470267389792
Salt,5. South South,1.4858656260639544,0.18694476876230284,0.1258153937227271,1.119453879289841,1.852277372838068
Seafood,5. South South,0.5138040203292857,0.08960574640898046,0.17439674051509776,0.33817675736768404,0.6894312832908874
Snails,5. South South,0.14652102650107715,0.07992447670730464,0.5454812774377954,0,0.30317300084739424
Soft drinks,5. South South,4.581845724592285,0.45107424995872325,0.09844815322734639,3.697740194673188,5.465951254511383
Soya beans,5. South South,0.05341758648420661,0.04472605444422002,0.8372908135309274,0,0.14108065319487784
Sugar,5. South South,0.779560956925707,0.10041470513923466,0.1288093050930003,0.5827481348528071,0.976373778998607
Sweet potatoes,5. South South,3.5386031139910776,0.8715830881610851,0.2463071048332556,1.830300261195351,5.246905966786804
Tea,5. South South,0.026544185794167546,0.00957440301276277,0.36069680520645386,0.007778355889152516,0.045310015699182575
Tomato puree - canned,5. South South,1.414847597845745,0.11213028966172807,0.0792525568354205,1.1950722301087582,1.634622965582732
Tomatoes,5. South South,5.817661540176415,0.7345222486796813,0.12625730177101496,4.37799793276424,7.25732514758859
Watermelon,5. South South,4.611901228445208,1.0408763632929152,0.2256935506062045,2.5717835563910945,6.652018900499321
